# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_1447	chebi:16982;chebi:57540	28.0831;17.6274
r_3328	MNXM588857	phosphatidylethanolamine (1-16:0, 2-18:1)	phosphatidylethanolamine (16:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3479	chebi:136148	#
r_3329	MNXM611809	phosphatidylethanolamine (1-16:1, 2-18:1)	phosphatidylethanolamine (16:1/18:1)	NCCOP(O)(=O)OCC(COC([*])=O)OC([*])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3479	chebi:90464	#
r_3330	MNXM588872	phosphatidylethanolamine (1-18:0, 2-18:1)	phosphatidylethanolamine (18:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3479	chebi:136162	#
r_3331	MNXM588883	phosphatidylethanolamine (1-18:1, 2-18:1)	phosphatidylethanolamine (18:1/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3479	chebi:136170	#
r_4039_fwd	MNXM741428;MNXM26	succinyl-CoA;acetate	succinyl-CoA;acetate	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC([O-])=O;CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3451	chebi:57292;chebi:30089	4.4702;8.3608
r_4039_rvs	MNXM732448;MNXM25	acetyl-CoA;succinate	acetyl-CoA;succinate	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;[O-]C(=O)CCC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3451	chebi:57288;chebi:30031	6.5995;4.6286
r_4042	MNXM738030	raffinose	raffinose	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_345	chebi:16634	10.9928
r_4045	MNXM288	uridine	uridine	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3041	chebi:16704	12.6984
r_0964_1	MNXM3;MNXM738319	ATP;glutathione	ATP;glutathione	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2129	chebi:30616;chebi:57925	2.5766;7.7580
r_0964_2	MNXM3;MNXM738319	ATP;glutathione	ATP;glutathione	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3948	chebi:30616;chebi:57925	8.7505;21.6338
r_0964_3	MNXM3;MNXM738319	ATP;glutathione	ATP;glutathione	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_4095	chebi:30616;chebi:57925	3.1819;9.5830
r_0964_4	MNXM3;MNXM738319	ATP;glutathione	ATP;glutathione	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_4129	chebi:30616;chebi:57925	9.2658;19.9072
r_0964_5	MNXM3;MNXM738319	ATP;glutathione	ATP;glutathione	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_5427	chebi:30616;chebi:57925	5.5663;15.3360
r_0964_6	MNXM3;MNXM738319	ATP;glutathione	ATP;glutathione	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_73	chebi:30616;chebi:57925	1.5267;6.1206
r_1028_1	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_2129	chebi:30616;chebi:36257	2.5766;2.2382
r_1028_2	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_3948	chebi:30616;chebi:36257	8.7505;10.8819
r_1028_3	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_4095	chebi:30616;chebi:36257	3.1819;3.4892
r_1028_4	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_4129	chebi:30616;chebi:36257	9.2658;11.6195
r_1028_5	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_5427	chebi:30616;chebi:36257	5.5663;7.0364
r_1028_6	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_73	chebi:30616;chebi:36257	1.5267;1.4447
r_1085_1	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_1119;yHMPu5000041713_Debaryomyces_maramus@Seq_1450;yHMPu5000041713_Debaryomyces_maramus@Seq_1915;yHMPu5000041713_Debaryomyces_maramus@Seq_2270;yHMPu5000041713_Debaryomyces_maramus@Seq_2646;yHMPu5000041713_Debaryomyces_maramus@Seq_4025;yHMPu5000041713_Debaryomyces_maramus@Seq_4093;yHMPu5000041713_Debaryomyces_maramus@Seq_4139;yHMPu5000041713_Debaryomyces_maramus@Seq_4724;yHMPu5000041713_Debaryomyces_maramus@Seq_5106;yHMPu5000041713_Debaryomyces_maramus@Seq_5115;yHMPu5000041713_Debaryomyces_maramus@Seq_558;yHMPu5000041713_Debaryomyces_maramus@Seq_62	chebi:30616	3.3404,190.0437,0.0644,23.2718,8.7055,26.5358,3.1737,9.7438,8.3723,0.4315,3.7166,15.7777,13.0987
r_1085_2	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_1119;yHMPu5000041713_Debaryomyces_maramus@Seq_1450;yHMPu5000041713_Debaryomyces_maramus@Seq_1915;yHMPu5000041713_Debaryomyces_maramus@Seq_2270;yHMPu5000041713_Debaryomyces_maramus@Seq_4025;yHMPu5000041713_Debaryomyces_maramus@Seq_4093;yHMPu5000041713_Debaryomyces_maramus@Seq_4139;yHMPu5000041713_Debaryomyces_maramus@Seq_4724;yHMPu5000041713_Debaryomyces_maramus@Seq_5106;yHMPu5000041713_Debaryomyces_maramus@Seq_5115;yHMPu5000041713_Debaryomyces_maramus@Seq_558;yHMPu5000041713_Debaryomyces_maramus@Seq_62;yHMPu5000041713_Debaryomyces_maramus@Seq_632	chebi:30616	3.3404,190.0437,0.0644,23.2718,26.5358,3.1737,9.7438,8.3723,0.4315,3.7166,15.7777,13.0987,4.2791
r_1086_1	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_1119;yHMPu5000041713_Debaryomyces_maramus@Seq_1450;yHMPu5000041713_Debaryomyces_maramus@Seq_1915;yHMPu5000041713_Debaryomyces_maramus@Seq_2270;yHMPu5000041713_Debaryomyces_maramus@Seq_2646;yHMPu5000041713_Debaryomyces_maramus@Seq_4025;yHMPu5000041713_Debaryomyces_maramus@Seq_4093;yHMPu5000041713_Debaryomyces_maramus@Seq_4139;yHMPu5000041713_Debaryomyces_maramus@Seq_4724;yHMPu5000041713_Debaryomyces_maramus@Seq_5106;yHMPu5000041713_Debaryomyces_maramus@Seq_5115;yHMPu5000041713_Debaryomyces_maramus@Seq_558;yHMPu5000041713_Debaryomyces_maramus@Seq_62	chebi:30616	3.3404,190.0437,0.0644,23.2718,8.7055,26.5358,3.1737,9.7438,8.3723,0.4315,3.7166,15.7777,13.0987
r_1086_2	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_1119;yHMPu5000041713_Debaryomyces_maramus@Seq_1450;yHMPu5000041713_Debaryomyces_maramus@Seq_1915;yHMPu5000041713_Debaryomyces_maramus@Seq_2270;yHMPu5000041713_Debaryomyces_maramus@Seq_4025;yHMPu5000041713_Debaryomyces_maramus@Seq_4093;yHMPu5000041713_Debaryomyces_maramus@Seq_4139;yHMPu5000041713_Debaryomyces_maramus@Seq_4724;yHMPu5000041713_Debaryomyces_maramus@Seq_5106;yHMPu5000041713_Debaryomyces_maramus@Seq_5115;yHMPu5000041713_Debaryomyces_maramus@Seq_558;yHMPu5000041713_Debaryomyces_maramus@Seq_62;yHMPu5000041713_Debaryomyces_maramus@Seq_632	chebi:30616	3.3404,190.0437,0.0644,23.2718,26.5358,3.1737,9.7438,8.3723,0.4315,3.7166,15.7777,13.0987,4.2791
r_1099_fwd	MNXM20;MNXM263	2-oxoglutarate;2-oxoadipic acid	2-oxoglutarate;2-oxoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[O-]C(=O)CCCC(=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_324	chebi:16810;chebi:57499	428.3350;293.7367
r_1099_rvs	MNXM263;MNXM20	2-oxoadipic acid;2-oxoglutarate	2-oxoadipate;2-oxoglutarate	[O-]C(=O)CCCC(=O)C([O-])=O;[O-]C(=O)CCC(=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_324	chebi:57499;chebi:16810	293.7367;428.3350
r_1101_1	MNXM192	gamma-aminobutyrate	4-aminobutanoate	[NH3+]CCCC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3951	chebi:59888	16.4617
r_1101_2	MNXM192	gamma-aminobutyrate	4-aminobutanoate	[NH3+]CCCC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1879	chebi:59888	4.2592
r_1102	MNXM405	5-aminolevulinate	5-aminolevulinate	[NH3+]CC(=O)CCC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3951	chebi:356416	48.7540
r_1104_fwd	MNXM726864	8-amino-7-oxononanoate	8-amino-7-oxononanoate	CC([NH3+])C(=O)CCCCCC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_816	chebi:57532	14.8615
r_1104_rvs	MNXM726864	8-amino-7-oxononanoate	8-amino-7-oxononanoate	CC([NH3+])C(=O)CCCCCC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_816	chebi:57532	14.8615
r_1106_1_fwd	MNXM26	acetate	acetate	CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3142	chebi:30089	309.3841
r_1106_1_rvs	MNXM26	acetate	acetate	CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3142	chebi:30089	309.3841
r_1106_2_fwd	MNXM26	acetate	acetate	CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3823	chebi:30089	2.0903
r_1106_2_rvs	MNXM26	acetate	acetate	CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3823	chebi:30089	2.0903
r_1106_3_fwd	MNXM26	acetate	acetate	CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_5240	chebi:30089	3.4685
r_1106_3_rvs	MNXM26	acetate	acetate	CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_5240	chebi:30089	3.4685
r_1108_1	MNXM168	adenine	adenine	Nc1ncnc2[nH]cnc12	yHMPu5000041713_Debaryomyces_maramus@Seq_3532	chebi:16708	3.6364
r_1108_2	MNXM168	adenine	adenine	Nc1ncnc2[nH]cnc12	yHMPu5000041713_Debaryomyces_maramus@Seq_3582	chebi:16708	7.3395
r_1108_3	MNXM168	adenine	adenine	Nc1ncnc2[nH]cnc12	yHMPu5000041713_Debaryomyces_maramus@Seq_4194	chebi:16708	58.3620
r_1109	MNXM212	adenosine	adenosine	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_4577	chebi:16335	15.4477
r_1110_fwd	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_2842	chebi:30616;chebi:456216	8.8487;8.8875
r_1110_rvs	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_2842	chebi:30616;chebi:456216	8.8487;8.8875
r_1111	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_2708	chebi:30616;chebi:456216	3.3409;3.2322
r_1112_fwd	MNXM20;MNXM727997	2-oxoglutarate;citrate	2-oxoglutarate;citrate	[O-]C(=O)CCC(=O)C([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_5530	chebi:16810;chebi:16947	96.6826;53.8677
r_1112_rvs	MNXM20;MNXM727997	2-oxoglutarate;citrate	2-oxoglutarate;citrate	[O-]C(=O)CCC(=O)C([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_5530	chebi:16810;chebi:16947	96.6826;53.8677
r_1113	MNXM584	allantoate	allantoate	NC(=O)NC(NC(N)=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2859	chebi:17536	659.9766
r_1114	MNXM738834	allantoin	allantoin	NC(=O)NC1NC(=O)NC1=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2941	chebi:15676	107.5537
r_1115_1_fwd	MNXM729302	ammonium	NH4(+)	[NH4+]	yHMPu5000041713_Debaryomyces_maramus@Seq_4993	chebi:28938	49.9606
r_1115_1_rvs	MNXM729302	ammonium	NH4(+)	[NH4+]	yHMPu5000041713_Debaryomyces_maramus@Seq_4993	chebi:28938	49.9606
r_1115_2_fwd	MNXM729302	ammonium	NH4(+)	[NH4+]	yHMPu5000041713_Debaryomyces_maramus@Seq_145	chebi:28938	121.5335
r_1115_2_rvs	MNXM729302	ammonium	NH4(+)	[NH4+]	yHMPu5000041713_Debaryomyces_maramus@Seq_145	chebi:28938	121.5335
r_1116	MNXM3;MNXM728294	ATP;AMP	ATP;AMP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_2708	chebi:30616;chebi:456215	3.3409;4.2486
r_1118	MNXM741173;MNXM735836	L-glutamate;L-aspartate	L-glutamate;L-aspartate	[NH3+][C@@H](CCC([O-])=O)C([O-])=O;[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2085	chebi:29985;chebi:29991	5.1714;6.3198
r_1120	MNXM726103;MNXM731666	O-acetylcarnitine;(R)-carnitine	O-acetyl-(R)-carnitine;(R)-carnitine	CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C;C[N+](C)(C)C[C@H](O)CC([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2372	chebi:57589;chebi:16347	1.5925;1.6021
r_1125	MNXM90	choline	choline	C[N+](C)(C)CCO	yHMPu5000041713_Debaryomyces_maramus@Seq_4148	chebi:15354	2.7547
r_1126_fwd	MNXM727997;MNXM98	citrate;(S)-malate	citrate;(S)-malate	OC(CC([O-])=O)(CC([O-])=O)C([O-])=O;O[C@@H](CC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2851	chebi:16947;chebi:15589	3.5977;1.7166
r_1126_rvs	MNXM727997;MNXM98	citrate;(S)-malate	citrate;(S)-malate	OC(CC([O-])=O)(CC([O-])=O)C([O-])=O;O[C@@H](CC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2851	chebi:16947;chebi:15589	3.5977;1.7166
r_1127_fwd	MNXM73;MNXM727997	phosphoenolpyruvate;citrate	phosphoenolpyruvate;citrate	[O-]C(=O)C(=C)OP([O-])([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2851	chebi:58702;chebi:16947	1.6282;3.5977
r_1127_rvs	MNXM73;MNXM727997	phosphoenolpyruvate;citrate	phosphoenolpyruvate;citrate	[O-]C(=O)C(=C)OP([O-])([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2851	chebi:58702;chebi:16947	1.6282;3.5977
r_1128_fwd	MNXM89661;MNXM727997	isocitrate;citrate	isocitrate;citrate	OC(C(CC([O-])=O)C([O-])=O)C([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2851	chebi:16087;chebi:16947	2.3108;3.5977
r_1128_rvs	MNXM727997;MNXM89661	citrate;isocitrate	citrate;isocitrate	OC(CC([O-])=O)(CC([O-])=O)C([O-])=O;OC(C(CC([O-])=O)C([O-])=O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2851	chebi:16947;chebi:16087	3.5977;2.3108
r_1129	MNXM727276	coenzyme A	CoA	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS	yHMPu5000041713_Debaryomyces_maramus@Seq_1315	chebi:57287	1.0005
r_1130	MNXM63;MNXM31	CTP;CMP	CTP;CMP	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041713_Debaryomyces_maramus@Seq_4283	chebi:37563;chebi:60377	23.0058;28.9383
r_1131	MNXM63;MNXM31	CTP;CMP	CTP;CMP	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041713_Debaryomyces_maramus@Seq_4283	chebi:37563;chebi:60377	23.0058;28.9383
r_1132	MNXM731553	cytidine	cytidine	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041713_Debaryomyces_maramus@Seq_4577	chebi:17562	19.8221
r_1133_1	MNXM761	cytosine	cytosine	Nc1cc[nH]c(=O)n1	yHMPu5000041713_Debaryomyces_maramus@Seq_3532	chebi:16040	2.5234
r_1133_2	MNXM761	cytosine	cytosine	Nc1cc[nH]c(=O)n1	yHMPu5000041713_Debaryomyces_maramus@Seq_3582	chebi:16040	8.3196
r_1133_3	MNXM761	cytosine	cytosine	Nc1cc[nH]c(=O)n1	yHMPu5000041713_Debaryomyces_maramus@Seq_4194	chebi:16040	51.7745
r_1134	MNXM729613	D-fructose	D-fructose	OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_1466	chebi:37721	10.8471
r_1135_1	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_3885	chebi:4139	5.3925
r_1135_2	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_436	chebi:4139	12.3966
r_1135_3	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_4964	chebi:4139	4.0629
r_1135_4	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_5	chebi:4139	1.9952
r_1136_1_fwd	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1204	chebi:16004	2.8949
r_1136_1_rvs	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_1204	chebi:16004	2.8949
r_1136_2_fwd	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2290	chebi:16004	1.8720
r_1136_2_rvs	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_2290	chebi:16004	1.8720
r_1136_3_fwd	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3089	chebi:16004	12.2937
r_1136_3_rvs	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_3089	chebi:16004	12.2937
r_1136_4_fwd	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_497	chebi:16004	1.0403
r_1136_4_rvs	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041713_Debaryomyces_maramus@Seq_497	chebi:16004	1.0403
r_1139_1	MNXM731377	D-mannose	D-mannose	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_4964	chebi:4208	4.0629
r_1139_2	MNXM731377	D-mannose	D-mannose	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041713_Debaryomyces_maramus@Seq_5	chebi:4208	1.9952
r_1146_1_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041713_Debaryomyces_maramus@Seq_1021	chebi:23929	2.9977
