# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_2023	chebi:16982;chebi:57540	85.1529;59.4934
r_3492	MNXM734982;MNXM31230	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1);ceramide-4 (C24)	1-hexadecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol;(4S)-N-(2,3-dihydroxytetracosanoyl)-4-hydroxysphinganine	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCC;CCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	slm:000019725;chebi:60256	18.2524,13.2156;11.1878,8.2204
r_3493	UNK:s_3119_s_3326_s_3344_s_3362_s_3378_s_3547;MNXM31230	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1);ceramide-4 (C24)	;(4S)-N-(2,3-dihydroxytetracosanoyl)-4-hydroxysphinganine	;CCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	;chebi:60256	;11.1878,8.2204
r_3494	MNXM736270;MNXM31230	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1);ceramide-4 (C24)	1-octadecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol;(4S)-N-(2,3-dihydroxytetracosanoyl)-4-hydroxysphinganine	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCC;CCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	slm:000020038;chebi:60256	17.9704,12.9855;11.1878,8.2204
r_3495	MNXM75715;MNXM31230	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1);ceramide-4 (C24)	1-(9Z-octadecenoyl)-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol;(4S)-N-(2,3-dihydroxytetracosanoyl)-4-hydroxysphinganine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCC;CCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	slm:000018779;chebi:60256	18.0739,12.9767;11.1878,8.2204
r_3496	MNXM735386;MNXM31230	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1);ceramide-4 (C24)	1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1D-myo-inositol);(4S)-N-(2,3-dihydroxytetracosanoyl)-4-hydroxysphinganine	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCCCC;CCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	chebi:72837;chebi:60256	17.9704,12.9855;11.1878,8.2204
r_3497	MNXM75538;MNXM31230	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1);ceramide-4 (C24)	1-(9Z-hexadecenoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol;(4S)-N-(2,3-dihydroxytetracosanoyl)-4-hydroxysphinganine	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	slm:000018700;chebi:60256	18.0739,12.9767;11.1878,8.2204
r_3498	MNXM75671;MNXM31230	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1);ceramide-4 (C24)	1-octadecanoyl-2-(9Z)-octadecenoyl-sn-glycero-3-phospho-1D-myo-inositol;(4S)-N-(2,3-dihydroxytetracosanoyl)-4-hydroxysphinganine	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCCCC;CCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	chebi:77163;chebi:60256	17.6698,12.7783;11.1878,8.2204
r_3499	MNXM75721;MNXM31230	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1);ceramide-4 (C24)	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol;(4S)-N-(2,3-dihydroxytetracosanoyl)-4-hydroxysphinganine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCCCC;CCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	slm:000018938;chebi:60256	17.7630,12.7578;11.1878,8.2204
r_3500	MNXM734982;MNXM63127	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1);ceramide-4 (C26)	1-hexadecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol;N-(2,3-dihydroxyhexacosanoyl)-(4S)-hydroxysphinganine	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCC;CCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	slm:000019725;chebi:60384	18.2524,13.2156;11.2346,8.2559
r_3501	UNK:s_3119_s_3326_s_3344_s_3362_s_3378_s_3547;MNXM63127	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1);ceramide-4 (C26)	;N-(2,3-dihydroxyhexacosanoyl)-(4S)-hydroxysphinganine	;CCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	;chebi:60384	;11.2346,8.2559
r_3502	MNXM736270;MNXM63127	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1);ceramide-4 (C26)	1-octadecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol;N-(2,3-dihydroxyhexacosanoyl)-(4S)-hydroxysphinganine	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCC;CCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	slm:000020038;chebi:60384	17.9704,12.9855;11.2346,8.2559
r_3503	MNXM75715;MNXM63127	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1);ceramide-4 (C26)	1-(9Z-octadecenoyl)-2-(9Z-hexadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol;N-(2,3-dihydroxyhexacosanoyl)-(4S)-hydroxysphinganine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCC;CCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	slm:000018779;chebi:60384	18.0739,12.9767;11.2346,8.2559
r_3504	MNXM735386;MNXM63127	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1);ceramide-4 (C26)	1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1D-myo-inositol);N-(2,3-dihydroxyhexacosanoyl)-(4S)-hydroxysphinganine	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCCCC;CCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	chebi:72837;chebi:60384	17.9704,12.9855;11.2346,8.2559
r_3505	MNXM75538;MNXM63127	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1);ceramide-4 (C26)	1-(9Z-hexadecenoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol;N-(2,3-dihydroxyhexacosanoyl)-(4S)-hydroxysphinganine	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O;CCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	slm:000018700;chebi:60384	18.0739,12.9767;11.2346,8.2559
r_3506	MNXM75671;MNXM63127	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1);ceramide-4 (C26)	1-octadecanoyl-2-(9Z)-octadecenoyl-sn-glycero-3-phospho-1D-myo-inositol;N-(2,3-dihydroxyhexacosanoyl)-(4S)-hydroxysphinganine	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCCCC;CCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	chebi:77163;chebi:60384	17.6698,12.7783;11.2346,8.2559
r_3507	MNXM75721;MNXM63127	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1);ceramide-4 (C26)	1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol;N-(2,3-dihydroxyhexacosanoyl)-(4S)-hydroxysphinganine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCCCC;CCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)[C@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC	yHMPu5000034667_Blastobotrys_serpentis@Seq_3627;yHMPu5000034667_Blastobotrys_serpentis@Seq_5640	slm:000018938;chebi:60384	17.7630,12.7578;11.2346,8.2559
r_1574_fwd	MNXM730929	2-isopropylmalate	(2S)-2-isopropylmalate	CC(C)[C@@](O)(CC([O-])=O)C([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_6254	chebi:1178	0.8734
r_1574_rvs	MNXM730929	2-isopropylmalate	(2S)-2-isopropylmalate	CC(C)[C@@](O)(CC([O-])=O)C([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_6254	chebi:1178	0.8734
r_1623	MNXM3;MNXM728275	ATP;5-formyltetrahydrofolic acid	ATP;5-formyltetrahydrofolate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2NC[C@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N(C=O)c2c(=O)[nH]1	yHMPu5000034667_Blastobotrys_serpentis@Seq_1861	chebi:30616;chebi:57457	0.2835;0.3562
r_1624	MNXM3;MNXM728275	ATP;5-formyltetrahydrofolic acid	ATP;5-formyltetrahydrofolate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2NC[C@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N(C=O)c2c(=O)[nH]1	yHMPu5000034667_Blastobotrys_serpentis@Seq_1861	chebi:30616;chebi:57457	0.2835;0.3562
r_1642_fwd	MNXM45	adenosine 3',5'-bismonophosphate	adenosine 3',5'-bisphosphate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_321	chebi:58343	184.4748
r_1642_rvs	MNXM45	adenosine 3',5'-bismonophosphate	adenosine 3',5'-bisphosphate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_321	chebi:58343	184.4748
r_1658_1	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_1169	chebi:58048	3.4695
r_1658_2	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_1365	chebi:58048	3.9583
r_1658_3	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_316	chebi:58048	4.2745
r_1658_4	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_3517	chebi:58048	13.8860
r_1658_5	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_4045	chebi:58048	0.3878
r_1658_6	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_4496	chebi:58048	10.8734
r_1667_fwd	MNXM13	carbon dioxide	CO2	O=C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_6693	chebi:16526	69.0689
r_1667_rvs	MNXM60	bicarbonate	hydrogencarbonate	OC([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_6693	chebi:17544	63.1769
r_1684_1_fwd	MNXM90	choline	choline	C[N+](C)(C)CCO	yHMPu5000034667_Blastobotrys_serpentis@Seq_6298	chebi:15354	2.7749
r_1684_1_rvs	MNXM90	choline	choline	C[N+](C)(C)CCO	yHMPu5000034667_Blastobotrys_serpentis@Seq_6298	chebi:15354	2.7749
r_1684_2_fwd	MNXM90	choline	choline	C[N+](C)(C)CCO	yHMPu5000034667_Blastobotrys_serpentis@Seq_2448	chebi:15354	65.2106
r_1684_2_rvs	MNXM90	choline	choline	C[N+](C)(C)CCO	yHMPu5000034667_Blastobotrys_serpentis@Seq_2448	chebi:15354	65.2106
r_1707_fwd	MNXM544	D-arabinose	D-arabinose	O[C@@H]1COC(O)[C@@H](O)[C@@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_4615	chebi:46994	7.5694
r_1707_rvs	MNXM544	D-arabinose	D-arabinose	O[C@@H]1COC(O)[C@@H](O)[C@@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_4615	chebi:46994	7.5694
r_1717_fwd	MNXM736685	D-glucitol	D-sorbitol	OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	yHMPu5000034667_Blastobotrys_serpentis@Seq_4615	chebi:17924	5.3779
r_1717_rvs	MNXM736685	D-glucitol	D-sorbitol	OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	yHMPu5000034667_Blastobotrys_serpentis@Seq_4615	chebi:17924	5.3779
r_1719_fwd	MNXM734573	D-xylose	aldehydo-D-xylose	OC[C@@H](O)[C@H](O)[C@@H](O)C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_4615	chebi:15936	5.2402
r_1719_rvs	MNXM734573	D-xylose	aldehydo-D-xylose	OC[C@@H](O)[C@H](O)[C@@H](O)C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_4615	chebi:15936	5.2402
r_1729_fwd	MNXM432;MNXM3	dAMP;ATP	dAMP;ATP	Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])([O-])=O)O1;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_955	chebi:58245;chebi:30616	14.9282;19.3720
r_1729_rvs	MNXM7;MNXM735047	ADP;dADP	ADP;dADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O1	yHMPu5000034667_Blastobotrys_serpentis@Seq_955	chebi:456216;chebi:57667	18.3206;4.1722
r_1735	MNXM492	2'-deoxyuridine	2'-deoxyuridine	OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_319	chebi:16450	0.2268
r_1739	MNXM732448;MNXM408	acetyl-CoA;spermine	acetyl-CoA;spermine	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	yHMPu5000034667_Blastobotrys_serpentis@Seq_808	chebi:57288;chebi:45725	3.5198;0.5579
r_1760_1_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000034667_Blastobotrys_serpentis@Seq_3693	chebi:16933	0.9243
r_1760_1_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000034667_Blastobotrys_serpentis@Seq_3693	chebi:16933	0.9243
r_1760_2_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000034667_Blastobotrys_serpentis@Seq_6637	chebi:16933	1.2002
r_1760_2_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000034667_Blastobotrys_serpentis@Seq_6637	chebi:16933	1.2002
r_1771_fwd	MNXM402	laurate	dodecanoate	CCCCCCCCCCCC([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_1300;yHMPu5000034667_Blastobotrys_serpentis@Seq_2912	chebi:18262	4.0432,2.2362
r_1771_rvs	MNXM402	laurate	dodecanoate	CCCCCCCCCCCC([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_1300;yHMPu5000034667_Blastobotrys_serpentis@Seq_2912	chebi:18262	4.0432,2.2362
r_1772_fwd	MNXM314	myristate	tetradecanoate	CCCCCCCCCCCCCC([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_1300;yHMPu5000034667_Blastobotrys_serpentis@Seq_2912	chebi:30807	4.1394,2.2337
r_1772_rvs	MNXM314	myristate	tetradecanoate	CCCCCCCCCCCCCC([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_1300;yHMPu5000034667_Blastobotrys_serpentis@Seq_2912	chebi:30807	4.1394,2.2337
r_1774_fwd	MNXM108	palmitate	hexadecanoate	CCCCCCCCCCCCCCCC([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_1300;yHMPu5000034667_Blastobotrys_serpentis@Seq_2912	chebi:7896	4.2136,2.2318
r_1774_rvs	MNXM108	palmitate	hexadecanoate	CCCCCCCCCCCCCCCC([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_1300;yHMPu5000034667_Blastobotrys_serpentis@Seq_2912	chebi:7896	4.2136,2.2318
r_1790	MNXM3;MNXM727217	ATP;FMN	ATP;FMN	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)c2cc1C	yHMPu5000034667_Blastobotrys_serpentis@Seq_3787	chebi:30616;chebi:58210	1.0587;0.9494
r_1795_1_fwd	MNXM39	formate	formate	[O-]C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_2047	chebi:15740	2.3485
r_1795_1_rvs	MNXM39	formate	formate	[O-]C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_2047	chebi:15740	2.3485
r_1795_2_fwd	MNXM39	formate	formate	[O-]C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_210	chebi:15740	2.4241
r_1795_2_rvs	MNXM39	formate	formate	[O-]C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_210	chebi:15740	2.4241
r_1803_fwd	MNXM731350	GDP-alpha-D-mannose	GDP-alpha-D-mannose	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_4655	chebi:57527	0.2083
r_1803_rvs	MNXM731350	GDP-alpha-D-mannose	GDP-alpha-D-mannose	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_4655	chebi:57527	0.2083
r_1805_fwd	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_482	chebi:4167	4.0996
r_1805_rvs	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_482	chebi:4167	4.0996
r_1811_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_3304	chebi:57305	0.2333
r_1811_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_3304	chebi:57305	0.2333
r_1816_1_fwd	MNXM69	glyoxylate	glyoxylate	[O-]C(=O)C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_2047	chebi:36655	24.3103
r_1816_1_rvs	MNXM69	glyoxylate	glyoxylate	[O-]C(=O)C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_2047	chebi:36655	24.3103
r_1816_2_fwd	MNXM69	glyoxylate	glyoxylate	[O-]C(=O)C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_210	chebi:36655	80.2674
r_1816_2_rvs	MNXM69	glyoxylate	glyoxylate	[O-]C(=O)C=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_210	chebi:36655	80.2674
r_1837	MNXM728101	L-histidine	L-histidine	[NH3+][C@@H](Cc1c[nH]cn1)C([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_3235	chebi:57595	6.8105
r_1877_fwd	MNXM461	L-arabinose	L-arabinose	O[C@H]1COC(O)[C@H](O)[C@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_4615	chebi:17535	7.5694
r_1877_rvs	MNXM461	L-arabinose	L-arabinose	O[C@H]1COC(O)[C@H](O)[C@H]1O	yHMPu5000034667_Blastobotrys_serpentis@Seq_4615	chebi:17535	7.5694
r_1882	MNXM731666	(R)-carnitine	(R)-carnitine	C[N+](C)(C)C[C@H](O)CC([O-])=O	yHMPu5000034667_Blastobotrys_serpentis@Seq_2873	chebi:16347	2.1555
