# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_772	chebi:16982;chebi:57540	1.8299;3.5306
r_1216_5_fwd	MNXM114	L-proline	L-proline	[O-]C(=O)[C@@H]1CCC[NH2+]1	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:60039	0.7105
r_1216_5_rvs	MNXM114	L-proline	L-proline	[O-]C(=O)[C@@H]1CCC[NH2+]1	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:60039	0.7105
r_1216_6_fwd	MNXM114	L-proline	L-proline	[O-]C(=O)[C@@H]1CCC[NH2+]1	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:60039	1.2612
r_1216_6_rvs	MNXM114	L-proline	L-proline	[O-]C(=O)[C@@H]1CCC[NH2+]1	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:60039	1.2612
r_1216_7_fwd	MNXM114	L-proline	L-proline	[O-]C(=O)[C@@H]1CCC[NH2+]1	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:60039	2.1535
r_1216_7_rvs	MNXM114	L-proline	L-proline	[O-]C(=O)[C@@H]1CCC[NH2+]1	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:60039	2.1535
r_1217_1_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:33384	7.7081
r_1217_1_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:33384	7.7081
r_1217_2_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:33384	1.4882
r_1217_2_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:33384	1.4882
r_1217_3_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:33384	2.2496
r_1217_3_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:33384	2.2496
r_1217_4_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_229	chebi:33384	3.5804
r_1217_4_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_229	chebi:33384	3.5804
r_1217_5_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:33384	1.4882
r_1217_5_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:33384	1.4882
r_1217_6_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:33384	0.6364
r_1217_6_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:33384	0.6364
r_1217_7_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3920	chebi:33384	2.5461
r_1217_7_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3920	chebi:33384	2.5461
r_1217_8_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:33384	1.2778
r_1217_8_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:33384	1.2778
r_1217_9_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4913	chebi:33384	3.6964
r_1217_9_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4913	chebi:33384	3.6964
r_1217_10_fwd	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:33384	2.0048
r_1217_10_rvs	MNXM737787	L-serine	L-serine	[NH3+][C@@H](CO)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:33384	2.0048
r_1218_1_fwd	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:57926	21.1099
r_1218_1_rvs	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:57926	21.1099
r_1218_2_fwd	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:57926	2.1840
r_1218_2_rvs	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:57926	2.1840
r_1218_3_fwd	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:57926	1.3249
r_1218_3_rvs	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:57926	1.3249
r_1218_4_fwd	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:57926	3.0772
r_1218_4_rvs	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:57926	3.0772
r_1218_5_fwd	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:57926	2.0896
r_1218_5_rvs	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:57926	2.0896
r_1218_6_fwd	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:57926	2.5579
r_1218_6_rvs	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:57926	2.5579
r_1218_7_fwd	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:57926	1.6866
r_1218_7_rvs	MNXM142	L-threonine	L-threonine	C[C@@H](O)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:57926	1.6866
r_1219_1_fwd	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:57912	15.9857
r_1219_1_rvs	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:57912	15.9857
r_1219_2_fwd	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:57912	1.7566
r_1219_2_rvs	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:57912	1.7566
r_1219_3_fwd	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:57912	1.7853
r_1219_3_rvs	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:57912	1.7853
r_1219_4_fwd	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:57912	2.4711
r_1219_4_rvs	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:57912	2.4711
r_1219_5_fwd	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:57912	0.6669
r_1219_5_rvs	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:57912	0.6669
r_1219_6_fwd	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:57912	1.8641
r_1219_6_rvs	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:57912	1.8641
r_1219_7_fwd	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:57912	1.8844
r_1219_7_rvs	MNXM741554	L-tryptophan	L-tryptophan	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:57912	1.8844
r_1221	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2063	chebi:58315	2.8570
r_1222	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1960	chebi:58315	0.0402
r_1223_1_fwd	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:58315	22.9425
r_1223_1_rvs	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:58315	22.9425
r_1223_2_fwd	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:58315	3.8887
r_1223_2_rvs	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:58315	3.8887
r_1223_3_fwd	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:58315	3.5113
r_1223_3_rvs	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:58315	3.5113
r_1223_4_fwd	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:58315	4.9532
r_1223_4_rvs	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:58315	4.9532
r_1223_5_fwd	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:58315	1.5018
r_1223_5_rvs	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:58315	1.5018
r_1223_6_fwd	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:58315	4.2212
r_1223_6_rvs	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:58315	4.2212
r_1223_7_fwd	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:58315	3.4769
r_1223_7_rvs	MNXM76	L-tyrosine	L-tyrosine	[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:58315	3.4769
r_1224_1_fwd	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:57762	10.0959
r_1224_1_rvs	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:57762	10.0959
r_1224_2_fwd	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:57762	0.5411
r_1224_2_rvs	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:57762	0.5411
r_1224_3_fwd	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:57762	1.0643
r_1224_3_rvs	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:57762	1.0643
r_1224_4_fwd	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:57762	0.8210
r_1224_4_rvs	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:57762	0.8210
r_1224_5_fwd	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:57762	0.3502
r_1224_5_rvs	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:57762	0.3502
r_1224_6_fwd	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:57762	0.4998
r_1224_6_rvs	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:57762	0.4998
r_1224_7_fwd	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:57762	0.6890
r_1224_7_rvs	MNXM199	L-valine	L-valine	CC(C)[C@H]([NH3+])C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:57762	0.6890
r_1225_1_fwd	MNXM736942	lanosterol	lanosterol	C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_1190	chebi:16521	3.5389
r_1225_1_rvs	MNXM736942	lanosterol	lanosterol	C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_1190	chebi:16521	3.5389
r_1225_2_fwd	MNXM736942	lanosterol	lanosterol	C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_2511	chebi:16521	4.4995
r_1225_2_rvs	MNXM736942	lanosterol	lanosterol	C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_2511	chebi:16521	4.4995
r_1225_3_fwd	MNXM736942	lanosterol	lanosterol	C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_3405	chebi:16521	3.7699
r_1225_3_rvs	MNXM736942	lanosterol	lanosterol	C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	yHMPu5000035032_Candida_gatunensis@Seq_3405	chebi:16521	3.7699
r_1226	MNXM9;MNXM98	phosphate;(S)-malate	phosphate;(S)-malate	OP([O-])([O-])=O;O[C@@H](CC([O-])=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_5178	chebi:43474;chebi:15589	1.1037;1.9755
r_1227_1	MNXM731097	maltose	D-maltose	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_41	chebi:17306	74.4206
r_1227_2	MNXM731097	maltose	D-maltose	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_4347	chebi:17306	33.4387
r_1228	MNXM63081	N,N'-diformyldityrosine	N,N'-diformyldityrosine	OC(=O)C(Cc1ccc(O)c(c1)-c1cc(CC(NC=O)C(O)=O)ccc1O)NC=O	yHMPu5000035032_Candida_gatunensis@Seq_3775	chebi:50611	10.4929
r_1229	MNXM8	NAD	NAD(+)	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_3500	chebi:57540	3.3962
r_1230	MNXM8;MNXM432	NAD;dAMP	NAD(+);dAMP	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])([O-])=O)O1	yHMPu5000035032_Candida_gatunensis@Seq_3500	chebi:57540;chebi:58245	3.3962;3.3677
r_1231	MNXM8;MNXM728294	NAD;AMP	NAD(+);AMP	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000035032_Candida_gatunensis@Seq_3500	chebi:57540;chebi:456215	3.3962;3.7337
r_1232	MNXM8;MNXM736654	NAD;dGMP	NAD(+);dGMP	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP([O-])([O-])=O)O1	yHMPu5000035032_Candida_gatunensis@Seq_3500	chebi:57540;chebi:57673	3.3962;0.4894
r_1235_1_fwd	MNXM274	nicotinate	nicotinate	[O-]C(=O)c1cccnc1	yHMPu5000035032_Candida_gatunensis@Seq_1587	chebi:32544	0.3153
r_1235_1_rvs	MNXM274	nicotinate	nicotinate	[O-]C(=O)c1cccnc1	yHMPu5000035032_Candida_gatunensis@Seq_1587	chebi:32544	0.3153
r_1235_2_fwd	MNXM274	nicotinate	nicotinate	[O-]C(=O)c1cccnc1	yHMPu5000035032_Candida_gatunensis@Seq_1858	chebi:32544	0.3006
r_1235_2_rvs	MNXM274	nicotinate	nicotinate	[O-]C(=O)c1cccnc1	yHMPu5000035032_Candida_gatunensis@Seq_1858	chebi:32544	0.3006
r_1236_fwd	MNXM236	stearate	octadecanoate	CCCCCCCCCCCCCCCCCC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:25629	0.0396,2.4311
r_1236_rvs	MNXM236	stearate	octadecanoate	CCCCCCCCCCCCCCCCCC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4766;yHMPu5000035032_Candida_gatunensis@Seq_5121	chebi:25629	0.0396,2.4311
r_1237	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_1695	chebi:18257	15.4875
r_1238_1_fwd	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_1027	chebi:18257	10.2312
r_1238_1_rvs	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_1027	chebi:18257	10.2312
r_1238_2_fwd	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:18257	32.9761
r_1238_2_rvs	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_1276	chebi:18257	32.9761
r_1238_3_fwd	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:18257	2.7649
r_1238_3_rvs	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_137	chebi:18257	2.7649
r_1238_4_fwd	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:18257	1.8039
r_1238_4_rvs	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_1725	chebi:18257	1.8039
r_1238_5_fwd	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:18257	3.2902
r_1238_5_rvs	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_2638	chebi:18257	3.2902
r_1238_6_fwd	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:18257	2.6937
r_1238_6_rvs	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_3564	chebi:18257	2.6937
r_1238_7_fwd	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:18257	3.7788
r_1238_7_rvs	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_4155	chebi:18257	3.7788
r_1238_8_fwd	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:18257	2.2633
r_1238_8_rvs	MNXM741174	ornithine	ornithine	NCCCC(N)C(O)=O	yHMPu5000035032_Candida_gatunensis@Seq_5065	chebi:18257	2.2633
r_1239	MNXM46	oxaloacetate	oxaloacetate	[O-]C(=O)CC(=O)C([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_702	chebi:16452	10.3213
r_1241_fwd	MNXM734864	(R)-pantothenate	(R)-pantothenate	CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4198	chebi:29032	8.7661
r_1241_rvs	MNXM734864	(R)-pantothenate	(R)-pantothenate	CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4198	chebi:29032	8.7661
r_1244_1_fwd	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1231	chebi:43474	0.1097
r_1244_1_rvs	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_1231	chebi:43474	0.1097
r_1244_2_fwd	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4512	chebi:43474	1.7450
r_1244_2_rvs	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_4512	chebi:43474	1.7450
r_1244_3_fwd	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_783	chebi:43474	1.3554
r_1244_3_rvs	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_783	chebi:43474	1.3554
r_1244_4_fwd	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_933	chebi:43474	0.4470
r_1244_4_rvs	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_933	chebi:43474	0.4470
r_1245_1	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2125	chebi:43474	1.9795
r_1245_2	MNXM9	phosphate	phosphate	OP([O-])([O-])=O	yHMPu5000035032_Candida_gatunensis@Seq_2837	chebi:43474	0.3139
r_1249_1_fwd	MNXM77881	potassium	potassium atom	[K]	yHMPu5000035032_Candida_gatunensis@Seq_1075	chebi:26216	2.4211
