rxn_src	dir	enz	protein_stoich	status	comments
ATPASEP2e_c	FWD	YGL008C	YGL008C:1	protStoichAsgnManual	Monomer and homodimer. Associated with the 100 kDa subunit of the plasma membrane H(+)-ATPase. | Monomer and homodimer. Associated with the 100 kDa subunit of the plasma membrane H(+)-ATPase. | Interacts with its cargot receptor EXP1 for its transport within the cell and maturation.
ATPASEP2e_c	FWD	YPL036W	YPL036W:1	protStoichAsgnManual	Monomer and homodimer. Associated with the 100 kDa subunit of the plasma membrane H(+)-ATPase. | Monomer and homodimer. Associated with the 100 kDa subunit of the plasma membrane H(+)-ATPase.
FRTT4HBZ_c	FWD	RAM12	"YDL090C:1,YKL019W:1"	protStoichAsgnManual	"Heterodimer of an alpha (RAM2) and a beta (RAM1) subunit. | Farnesyltransferase and geranyl-geranyltransferase share a common alpha subunit (RAM2) (Probable). Protein farnesyltransferase is a heterodimer of alpha subunit RAM2 and beta subunit RAM1 (PubMed:1763050). Protein geranyl-geranyltransferase type-1 is a heterodimer of alpha subunit RAM2 and beta subunit CDC43 (PubMed:1400380, PubMed:9174352)."
FRTT4HBZ_c	REV	RAM12	"YDL090C:1,YKL019W:1"	protStoichAsgnManual	"Heterodimer of an alpha (RAM2) and a beta (RAM1) subunit. | Farnesyltransferase and geranyl-geranyltransferase share a common alpha subunit (RAM2) (Probable). Protein farnesyltransferase is a heterodimer of alpha subunit RAM2 and beta subunit RAM1 (PubMed:1763050). Protein geranyl-geranyltransferase type-1 is a heterodimer of alpha subunit RAM2 and beta subunit CDC43 (PubMed:1400380, PubMed:9174352)."
CBPS_c	FWD	CPA12	"YJR109C:1,YOR303W:1"	protStoichAsgnManual	"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. | Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate."
CBPS_c	FWD	YJL130C	YJL130C:1	protStoichAsgnManual	
CRNOAT_x	FWD	YML042W_x	YML042W_x:1	protStoichAsgnAuto	
CRNOAT_m	FWD	YML042W_mm	YML042W_mm:1	protStoichAsgnAuto	
CERS124_r	FWD	LIP1LAG1	"YHL003C:1,YMR298W:1"	protStoichAsgnManual	"Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1."
CERS124_r	FWD	LIP1LAC1	"YKL008C:1,YMR298W:1"	protStoichAsgnManual	"Composed of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1. | Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1."
CERS126_r	FWD	LIP1LAG1	"YHL003C:1,YMR298W:1"	protStoichAsgnManual	"Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1."
CERS126_r	FWD	LIP1LAC1	"YKL008C:1,YMR298W:1"	protStoichAsgnManual	"Composed of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1. | Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1."
CERS2A24_r	FWD	LIP1LAG1	"YHL003C:1,YMR298W:1"	protStoichAsgnManual	"Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1."
CERS2A24_r	FWD	LIP1LAC1	"YKL008C:1,YMR298W:1"	protStoichAsgnManual	"Composed of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1. | Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1."
CERS2A26_r	FWD	LIP1LAG1	"YHL003C:1,YMR298W:1"	protStoichAsgnManual	"Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1."
CERS2A26_r	FWD	LIP1LAC1	"YKL008C:1,YMR298W:1"	protStoichAsgnManual	"Composed of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1. | Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1."
ACONTb_m	FWD	YLR304C_m	YLR304C_m:1	protStoichAsgnAuto	
ACONTb_m	REV	YLR304C_m	YLR304C_m:1	protStoichAsgnAuto	
ACONTa_m	FWD	YLR304C_m	YLR304C_m:1	protStoichAsgnAuto	
ACONTa_m	REV	YLR304C_m	YLR304C_m:1	protStoichAsgnAuto	
ACONTa_c	FWD	YLR304C_c	YLR304C_c:1	protStoichAsgnAuto	
ACONTa_c	REV	YLR304C_c	YLR304C_c:1	protStoichAsgnAuto	
LNS14DMy_c	FWD	ERG11NCP1	"YHR007C:1,YHR042W:1"	protStoichAsgnManual	Interacts with ERG28. | Interacts with PCL1.
DHFRi_c	FWD	YOR236W_c	YOR236W_c:1	protStoichAsgnAuto	
DHFRi_m	FWD	YOR236W_m	YOR236W_m:1	protStoichAsgnAuto	
DOLPMMT_r	FWD	PMT12	"YDL095W:1,YAL023C:1"	protStoichAsgnManual	"PMT1 and PMT2 form a functional heterodimer. The complex interacts with endoplasmic reticulum proteins EMP24, ERV25, ERP1, ERP2, CDC48, HRD1, USA1, YOS9, ERO1, PDI1, UBR1, Cue4, DFM1 and TED1. Forms also a minor complex with PMT3. | PMT1 and PMT2 form a functional heterodimer. The complex interacts with endoplasmic reticulum proteins EMP24, ERV25, ERP1, ERP2, CDC48, HRD1, USA1, YOS9, ERO1, PDI1, UBR1, Cue4, DFM1 and TED1. Forms also a minor complex with PMT5."
DOLPMMT_r	FWD	PMT13	"YDL095W:1,YOR321W:1"	protStoichAsgnManual	"PMT1 and PMT2 form a functional heterodimer. The complex interacts with endoplasmic reticulum proteins EMP24, ERV25, ERP1, ERP2, CDC48, HRD1, USA1, YOS9, ERO1, PDI1, UBR1, Cue4, DFM1 and TED1. Forms also a minor complex with PMT3. | PMT3 and PMT5 form a functional heterodimer. Forms also a minor complex with PMT1."
DOLPMMT_r	FWD	PMT4	YJR143C:2	protStoichAsgnManual	
DOLPMMT_r	FWD	PMT35	"YDL093W:1,YOR321W:1"	protStoichAsgnManual	PMT3 and PMT5 form a functional heterodimer. Forms also a minor complex with PMT2. | PMT3 and PMT5 form a functional heterodimer. Forms also a minor complex with PMT1.
FECPOR_m	FWD	CCP1CYC7	"YEL039C:1,YKR066C:1"	protStoichAsgnManual	Forms a one-to-one complex with cytochrome c.
FECPOR_m	FWD	CCP1CYC1	"YJR048W:1,YKR066C:1"	protStoichAsgnManual	Forms a one-to-one complex with cytochrome c.
FECOOR_m	FWD	FECOORCPLX1	"Q0045:1,Q0250:1,Q0275:1,YGL187C:1,YHR051W:1,YMR256C:1,YLR395C:1,YDL067C:1,YLR038C:1,YGL191W:1,YIL111W:1"	protStoichAsgnManual	"Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). COX13 interacts with COX1 and COX3 on the intermembrane space (IMS) and COX4 on the matrix side (PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). COX26 interacts with COX1, COX2, COX6 and COX9 (PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:2986105). COX5A is the predominant subunit V during aerobic/normoxic growth, it gets replaced by COX5B under anaerobic/hypoxic conditions (PubMed:2546055). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (By similarity). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554)."
FECOOR_m	FWD	FECOORCPLX2	"Q0045:1,Q0250:1,Q0275:1,YGL187C:1,YHR051W:1,YMR256C:1,YLR395C:1,YDL067C:1,YLR038C:1,YGL191W:1,YNL052W:1"	protStoichAsgnManual	"Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). COX13 interacts with COX1 and COX3 on the intermembrane space (IMS) and COX4 on the matrix side (PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). COX26 interacts with COX1, COX2, COX6 and COX9 (PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). COX5A is the predominant subunit V during aerobic/normoxic growth, it gets replaced by COX5B under anaerobic/hypoxic conditions (PubMed:2546055). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). COX5A interacts with COR1, CYT1 and QCR6 at the CIII-CIV interface (PubMed:30598556, PubMed:30598554)."
