# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1309	chebi:16982;chebi:57540	7.9479;8.1877
p_4983_1_fwd	MNXM8;MNXM1233	NAD;galactitol	NAD(+);galactitol	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_1956	chebi:57540;chebi:16813	2.5976;2.2985
p_4983_1_rvs	MNXM10;MNXM8830	NADH;L-xylo-3-hexulose	NADH;L-xylo-3-hexulose	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)C(=O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_1956	chebi:57945;chebi:134214	3.6088;2.7635
p_4983_2_fwd	MNXM8;MNXM1233	NAD;galactitol	NAD(+);galactitol	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_4007	chebi:57540;chebi:16813	2.3773;2.7694
p_4983_2_rvs	MNXM10;MNXM8830	NADH;L-xylo-3-hexulose	NADH;L-xylo-3-hexulose	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)C(=O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_4007	chebi:57945;chebi:134214	1.8948;2.2282
p_4983_3_fwd	MNXM8;MNXM1233	NAD;galactitol	NAD(+);galactitol	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_5610	chebi:57540;chebi:16813	1.3930;1.6828
p_4983_3_rvs	MNXM10;MNXM8830	NADH;L-xylo-3-hexulose	NADH;L-xylo-3-hexulose	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)C(=O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_5610	chebi:57945;chebi:134214	1.1599;2.0796
p_4986	MNXM8;	NAD;3-hydroxypropanoate	NAD(+);	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_1440	chebi:57540;	4.6177;
p_4995	MNXM3;MNXM738068	ATP;L-cysteine	ATP;L-cysteine	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CS)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1454	chebi:30616;chebi:35235	4.3101;3.1243
p_5008	MNXM735438;	oxygen;benzene-1,2,4-triol	O2;	O=O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3799	chebi:15379;	68.2016;
p_5045_1_fwd	MNXM726890	beta-cellobiose	beta-cellobiose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2421	chebi:36217	10.6778
p_5045_1_rvs	MNXM105	beta-D-Glucose	beta-D-glucose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2421	chebi:15903	8.1292
p_5045_2_fwd	MNXM726890	beta-cellobiose	beta-cellobiose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3086	chebi:36217	5.8358
p_5045_2_rvs	MNXM105	beta-D-Glucose	beta-D-glucose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3086	chebi:15903	3.7192
p_5045_3_fwd	MNXM726890	beta-cellobiose	beta-cellobiose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3162	chebi:36217	18.2646
p_5045_3_rvs	MNXM105	beta-D-Glucose	beta-D-glucose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3162	chebi:15903	15.4375
p_5045_4_fwd	MNXM726890	beta-cellobiose	beta-cellobiose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3310	chebi:36217	11.0025
p_5045_4_rvs	MNXM105	beta-D-Glucose	beta-D-glucose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3310	chebi:15903	9.7113
p_5045_5_fwd	MNXM726890	beta-cellobiose	beta-cellobiose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_390	chebi:36217	17.5612
p_5045_5_rvs	MNXM105	beta-D-Glucose	beta-D-glucose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_390	chebi:15903	15.5191
p_5045_6_fwd	MNXM726890	beta-cellobiose	beta-cellobiose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4811	chebi:36217	12.0995
p_5045_6_rvs	MNXM105	beta-D-Glucose	beta-D-glucose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4811	chebi:15903	9.2114
p_5045_7_fwd	MNXM726890	beta-cellobiose	beta-cellobiose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4949	chebi:36217	24.3597
p_5045_7_rvs	MNXM105	beta-D-Glucose	beta-D-glucose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4949	chebi:15903	19.8770
p_5045_8_fwd	MNXM726890	beta-cellobiose	beta-cellobiose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_515	chebi:36217	6.7720
p_5045_8_rvs	MNXM105	beta-D-Glucose	beta-D-glucose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_515	chebi:15903	3.7401
p_5057_fwd	MNXM10;	NADH;phylloquinone	NADH;	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_773	chebi:57945;	3.8399;
p_5057_rvs	MNXM8;	NAD;phylloquinol	NAD(+);	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_773	chebi:57540;	3.2876;
p_5070_fwd		alpha-D-galactosyl-(1->3)-1D-myo-inositol			yHMPu5000041829_Debaryomyces_fabryi@Seq_3966	
p_5070_rvs	MNXM735264;MNXM727691	D-galactose;myo-inositol	D-galactose;myo-inositol	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O;O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3966	chebi:4139;chebi:17268	10.1137;7.2207
p_5086_fwd	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5532	chebi:4139	9.5158
p_5086_rvs	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5532	chebi:4139	9.5158
p_5091_1	MNXM735438;	oxygen;methylamine	O2;	O=O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_1872	chebi:15379;	18.0677;
p_5091_2	MNXM735438;	oxygen;methylamine	O2;	O=O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3508	chebi:15379;	107.2399;
p_5092_fwd	MNXM16;	S-adenosyl-L-methionine;2-hydroxyestrone	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3695	chebi:142094;	2.8228;
p_5092_rvs	MNXM19;	S-adenosyl-L-homocysteine;2-methoxyestrone	S-adenosyl-L-homocysteine;	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3695	chebi:57856;	2.1152;
p_5093_fwd	MNXM16;	S-adenosyl-L-methionine;2-hydroxy-17beta-estradiol	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3695	chebi:142094;	2.8228;
p_5093_rvs	MNXM19;	S-adenosyl-L-homocysteine;2-methoxy-17beta-estradiol	S-adenosyl-L-homocysteine;	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3695	chebi:57856;	2.1152;
p_5112_1_fwd	MNXM734836	lactose	lactose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1748	chebi:17716	31.1124
p_5112_1_rvs	MNXM735264;MNXM735618	D-galactose;alpha-D-Glucose	D-galactose;alpha-D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O;OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1748	chebi:4139;chebi:17925	19.9089;19.9089
p_5112_2_fwd	MNXM734836	lactose	lactose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3105	chebi:17716	12.2384
p_5112_2_rvs	MNXM735264;MNXM735618	D-galactose;alpha-D-Glucose	D-galactose;alpha-D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O;OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3105	chebi:4139;chebi:17925	9.5820;9.5820
p_5112_3_fwd	MNXM734836	lactose	lactose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_515	chebi:17716	6.7720
p_5112_3_rvs	MNXM735264;MNXM735618	D-galactose;alpha-D-Glucose	D-galactose;alpha-D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O;OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_515	chebi:4139;chebi:17925	3.7401;3.7401
p_5113_1	MNXM738702;MNXM735438;	NADPH;oxygen;3-phenylphenol	NADPH;O2;	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;O=O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3586	chebi:57783;chebi:15379;	15.8287;21.8563;
p_5113_2	MNXM738702;MNXM735438;	NADPH;oxygen;3-phenylphenol	NADPH;O2;	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;O=O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_5451	chebi:57783;chebi:15379;	6.8324;26.6418;
p_5114	MNXM727842;	FADH2;acryloyl-CoA	FADH2;	Cc1cc2Nc3c([nH]c(=O)[nH]c3=O)N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4963	chebi:58307;	11.4427;
p_5115_fwd	MNXM727842;	FADH2;3-methylbut-2-enoyl-CoA	FADH2;	Cc1cc2Nc3c([nH]c(=O)[nH]c3=O)N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4963	chebi:58307;	11.4427;
p_5115_rvs	MNXM727556;	FAD;3-methylbutanoyl-CoA	FAD;	Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4963	chebi:57692;	25.7152;
p_5119_1	MNXM735619;MNXM735264	D-glucose;D-galactose	D-glucose;D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1748	chebi:4167;chebi:4139	19.9089;19.9089
p_5119_2	MNXM735619;MNXM735264	D-glucose;D-galactose	D-glucose;D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3105	chebi:4167;chebi:4139	9.5820;9.5820
p_5119_3	MNXM735619;MNXM735264	D-glucose;D-galactose	D-glucose;D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_515	chebi:4167;chebi:4139	3.7401;3.7401
p_5126_fwd	MNXM8;MNXM727276;	NAD;coenzyme A;2-methyl-3-oxopropanoate	NAD(+);CoA;	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;	yHMPu5000041829_Debaryomyces_fabryi@Seq_5146	chebi:57540;chebi:57287;	6.6194;11.2422;
p_5126_rvs	MNXM10;MNXM13;MNXM740852	NADH;carbon dioxide;propionyl-CoA	NADH;CO2;propanoyl-CoA	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;O=C=O;CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000041829_Debaryomyces_fabryi@Seq_5146	chebi:57945;chebi:16526;chebi:57392	10.8565;16.9873;8.8184
p_5127_fwd	MNXM8;MNXM727276;MNXM933	NAD;coenzyme A;(S)-Methylmalonate semialdehyde	NAD(+);CoA;(S)-methylmalonate semialdehyde	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;C[C@@H](C=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5146	chebi:57540;chebi:57287;chebi:62413	6.6194;11.2422;7.6211
p_5127_rvs	MNXM10;MNXM13;MNXM740852	NADH;carbon dioxide;propionyl-CoA	NADH;CO2;propanoyl-CoA	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;O=C=O;CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	yHMPu5000041829_Debaryomyces_fabryi@Seq_5146	chebi:57945;chebi:16526;chebi:57392	10.8565;16.9873;8.8184
p_5131_1	MNXM5;	NADP(+);1,2-dihydronaphthalene-1,2-diol	NADP(+);	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_4659	chebi:58349;	2.4418;
p_5131_2	MNXM5;	NADP(+);1,2-dihydronaphthalene-1,2-diol	NADP(+);	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_625	chebi:58349;	18.0952;
p_5132_fwd	MNXM19;	S-adenosyl-L-homocysteine;(E)-coniferyl aldehyde	S-adenosyl-L-homocysteine;	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3579	chebi:57856;	9.1520;
p_5132_rvs	MNXM16;	S-adenosyl-L-methionine;(E)-caffeyl aldehyde	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3579	chebi:142094;	11.2705;
p_5133_fwd	MNXM16;	S-adenosyl-L-methionine;(E)-caffeyl alcohol	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3579	chebi:142094;	11.2705;
p_5133_rvs	MNXM19;	S-adenosyl-L-homocysteine;(E)-coniferol	S-adenosyl-L-homocysteine;	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3579	chebi:57856;	9.1520;
p_5134_fwd	MNXM16;	S-adenosyl-L-methionine;(E)-5-hydroxyconiferyl alcohol	(S)-S-adenosyl-L-methionine;	C[S@@+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3579	chebi:142094;	11.2705;
p_5134_rvs	MNXM19;	S-adenosyl-L-homocysteine;(E)-sinapyl alcohol	S-adenosyl-L-homocysteine;	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3579	chebi:57856;	9.1520;
p_5142		2-(carboxymethyl)-5-oxo-2,5-dihydro-2-furoate			yHMPu5000041829_Debaryomyces_fabryi@Seq_5601	
p_5143_fwd	MNXM738702;	NADPH;caffeoyl-CoA	NADPH;	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_2333	chebi:57783;	9.1080;
p_5143_rvs	MNXM5;MNXM727276;	NADP(+);coenzyme A;(E)-caffeyl aldehyde	NADP(+);CoA;	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;	yHMPu5000041829_Debaryomyces_fabryi@Seq_2333	chebi:58349;chebi:57287;	4.7657;7.9470;
p_5144_fwd	MNXM738702;	NADPH;5-hydroxyferuloyl-CoA	NADPH;	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_2333	chebi:57783;	9.1080;
p_5144_rvs	MNXM5;MNXM727276;	NADP(+);coenzyme A;(E)-5-hydroxyconiferaldehyde	NADP(+);CoA;	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS;	yHMPu5000041829_Debaryomyces_fabryi@Seq_2333	chebi:58349;chebi:57287;	4.7657;7.9470;
p_5174_1_fwd	MNXM738702;MNXM729623	NADPH;L-sorbose	NADPH;L-sorbose	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_2266	chebi:57783;chebi:17266	51.5308;
p_5174_1_rvs	MNXM5;MNXM736685	NADP(+);D-glucitol	NADP(+);D-sorbitol	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_2266	chebi:58349;chebi:17924	18.4092;15.0863
p_5174_2_fwd	MNXM738702;MNXM729623	NADPH;L-sorbose	NADPH;L-sorbose	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;	yHMPu5000041829_Debaryomyces_fabryi@Seq_3834	chebi:57783;chebi:17266	18.8829;
p_5174_2_rvs	MNXM5;MNXM736685	NADP(+);D-glucitol	NADP(+);D-sorbitol	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O;OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	yHMPu5000041829_Debaryomyces_fabryi@Seq_3834	chebi:58349;chebi:17924	11.1556;9.4463
