# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	Spathaspora_girioi@Seq_2483	chebi:16982;chebi:57540	10.4501;7.4252
r_1162_3_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Spathaspora_girioi@Seq_4222	chebi:17038	0.1506
r_1162_4_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Spathaspora_girioi@Seq_4225	chebi:17038	0.5478
r_1162_4_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Spathaspora_girioi@Seq_4225	chebi:17038	0.5478
r_1162_5_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Spathaspora_girioi@Seq_6419	chebi:17038	0.4621
r_1162_5_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Spathaspora_girioi@Seq_6419	chebi:17038	0.4621
r_1162_6_fwd	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Spathaspora_girioi@Seq_6427	chebi:17038	0.3774
r_1162_6_rvs	MNXM731707	fecosterol	24-methylene-5alpha-cholest-8-en-3beta-ol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3	Spathaspora_girioi@Seq_6427	chebi:17038	0.3774
r_1165	MNXM731350;MNXM113	GDP-alpha-D-mannose;GMP	GDP-alpha-D-mannose;GMP	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	Spathaspora_girioi@Seq_5108	chebi:57527;chebi:58115	0.2704;0.4958
r_1166_1	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	Spathaspora_girioi@Seq_1855	chebi:4167	25.5392
r_1166_2	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	Spathaspora_girioi@Seq_3285	chebi:4167	0.9028
r_1166_3	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	Spathaspora_girioi@Seq_4370	chebi:4167	1.4040
r_1166_4	MNXM735619	D-glucose	D-glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	Spathaspora_girioi@Seq_4985	chebi:4167	11.7054
r_1167_1	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_2100	chebi:57925	13.0867
r_1167_2	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_4956	chebi:57925	10.0593
r_1168_1_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_1520	chebi:57925	12.4471
r_1168_1_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_1520	chebi:57925	12.4471
r_1168_2_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_1577	chebi:57925	15.0149
r_1168_2_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_1577	chebi:57925	15.0149
r_1168_3_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_1649	chebi:57925	8.8209
r_1168_3_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_1649	chebi:57925	8.8209
r_1168_4_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_1770	chebi:57925	12.7339
r_1168_4_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_1770	chebi:57925	12.7339
r_1168_5_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_3100	chebi:57925	3.3646
r_1168_5_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_3100	chebi:57925	3.3646
r_1168_6_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_3394	chebi:57925	16.4459
r_1168_6_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_3394	chebi:57925	16.4459
r_1168_7_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_4728	chebi:57925	1.4045
r_1168_7_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_4728	chebi:57925	1.4045
r_1168_8_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_4974	chebi:57925	109.7243
r_1168_8_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_4974	chebi:57925	109.7243
r_1168_9_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_5460	chebi:57925	15.4047
r_1168_9_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_5460	chebi:57925	15.4047
r_1168_10_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_62	chebi:57925	11.9790
r_1168_10_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_62	chebi:57925	11.9790
r_1168_11_fwd	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_98	chebi:57925	79.4007
r_1168_11_rvs	MNXM738319	glutathione	glutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Spathaspora_girioi@Seq_98	chebi:57925	79.4007
r_1169_fwd	MNXM1517	1-(sn-glycero-3-phospho)-1D-myo-inositol	sn-glycero-3-phospho-1D-myo-inositol	OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	Spathaspora_girioi@Seq_76	chebi:58444	6.3834
r_1169_rvs	MNXM1517	1-(sn-glycero-3-phospho)-1D-myo-inositol	sn-glycero-3-phospho-1D-myo-inositol	OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	Spathaspora_girioi@Seq_76	chebi:58444	6.3834
r_1170_fwd	MNXM367	sn-glycero-3-phosphocholine	sn-glycerol 3-phosphocholine	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO	Spathaspora_girioi@Seq_76	chebi:16870	3.3833
r_1170_rvs	MNXM367	sn-glycero-3-phosphocholine	sn-glycerol 3-phosphocholine	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO	Spathaspora_girioi@Seq_76	chebi:16870	3.3833
r_1171	MNXM89612	glycerol	glycerol	OCC(O)CO	Spathaspora_girioi@Seq_1340	chebi:17754	18.4552
r_1173_1_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_1326	chebi:57305	0.2287
r_1173_1_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_1326	chebi:57305	0.2287
r_1173_2_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_1339	chebi:57305	0.3499
r_1173_2_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_1339	chebi:57305	0.3499
r_1173_3_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_153	chebi:57305	1.3575
r_1173_3_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_153	chebi:57305	1.3575
r_1173_4_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_2308	chebi:57305	0.0622
r_1173_4_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_2308	chebi:57305	0.0622
r_1173_5_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_2570	chebi:57305	1.6151
r_1173_5_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_2570	chebi:57305	1.6151
r_1173_6_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_2598	chebi:57305	0.7963
r_1173_6_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_2598	chebi:57305	0.7963
r_1173_7_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_2853	chebi:57305	0.4757
r_1173_7_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_2853	chebi:57305	0.4757
r_1173_8_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_3017	chebi:57305	0.6093
r_1173_8_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_3017	chebi:57305	0.6093
r_1173_9_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_3030	chebi:57305	0.4595
r_1173_9_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_3030	chebi:57305	0.4595
r_1173_10_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_3181	chebi:57305	0.3101
r_1173_10_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_3181	chebi:57305	0.3101
r_1173_11_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_3511	chebi:57305	1.4298
r_1173_11_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_3511	chebi:57305	1.4298
r_1173_12_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_4132	chebi:57305	0.3735
r_1173_12_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_4132	chebi:57305	0.3735
r_1173_13_fwd	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_5387	chebi:57305	0.4674
r_1173_13_rvs	MNXM29	L-glycine	glycine	[NH3+]CC([O-])=O	Spathaspora_girioi@Seq_5387	chebi:57305	0.4674
r_1175	MNXM51;MNXM30	GTP;GDP	GTP;GDP	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Spathaspora_girioi@Seq_4205	chebi:37565;chebi:58189	41.7465;34.9049
r_1176_1_fwd	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	Spathaspora_girioi@Seq_2925	chebi:16235	0.6381
r_1176_1_rvs	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	Spathaspora_girioi@Seq_2925	chebi:16235	0.6381
r_1176_2_fwd	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	Spathaspora_girioi@Seq_4120	chebi:16235	0.5913
r_1176_2_rvs	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	Spathaspora_girioi@Seq_4120	chebi:16235	0.5913
r_1176_3_fwd	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	Spathaspora_girioi@Seq_5304	chebi:16235	1.7611
r_1176_3_rvs	MNXM733114	guanine	guanine	Nc1nc2[nH]cnc2c(=O)[nH]1	Spathaspora_girioi@Seq_5304	chebi:16235	1.7611
r_1177	MNXM727691	myo-inositol	myo-inositol	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	Spathaspora_girioi@Seq_2564	chebi:17268	3.6651
r_1178_1	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	Spathaspora_girioi@Seq_2300	chebi:29033	2.2067
r_1178_2	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	Spathaspora_girioi@Seq_4232	chebi:29033	6.2611
r_1178_3	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	Spathaspora_girioi@Seq_4943	chebi:29033	2.8871
r_1179	MNXM726711	iron(2+)	Fe(2+)	[Fe++]	Spathaspora_girioi@Seq_4592	chebi:29033	2.4825
r_1183_1_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1326	chebi:57972	20.1187
r_1183_1_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1326	chebi:57972	20.1187
r_1183_2_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1339	chebi:57972	0.8401
r_1183_2_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1339	chebi:57972	0.8401
r_1183_3_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_153	chebi:57972	0.9152
r_1183_3_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_153	chebi:57972	0.9152
r_1183_4_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2308	chebi:57972	0.5245
r_1183_4_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2308	chebi:57972	0.5245
r_1183_5_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2570	chebi:57972	1.3791
r_1183_5_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2570	chebi:57972	1.3791
r_1183_6_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2598	chebi:57972	4.0279
r_1183_6_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2598	chebi:57972	4.0279
r_1183_7_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2853	chebi:57972	1.7358
r_1183_7_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2853	chebi:57972	1.7358
r_1183_8_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3017	chebi:57972	5.5032
r_1183_8_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3017	chebi:57972	5.5032
r_1183_9_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3030	chebi:57972	1.2639
r_1183_9_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3030	chebi:57972	1.2639
r_1183_10_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3181	chebi:57972	16.6168
r_1183_10_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3181	chebi:57972	16.6168
r_1183_11_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3511	chebi:57972	3.1230
r_1183_11_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3511	chebi:57972	3.1230
r_1183_12_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_4132	chebi:57972	2.1390
r_1183_12_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_4132	chebi:57972	2.1390
r_1183_13_fwd	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_5387	chebi:57972	3.6131
r_1183_13_rvs	MNXM733982	L-alanine	L-alanine	C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_5387	chebi:57972	3.6131
r_1184_1_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1326	chebi:32682	4.3877
r_1184_1_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1326	chebi:32682	4.3877
r_1184_2_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1339	chebi:32682	0.4307
r_1184_2_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1339	chebi:32682	0.4307
r_1184_3_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2308	chebi:32682	0.1311
r_1184_3_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2308	chebi:32682	0.1311
r_1184_4_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2570	chebi:32682	1.4882
r_1184_4_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2570	chebi:32682	1.4882
r_1184_5_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2853	chebi:32682	0.7974
r_1184_5_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2853	chebi:32682	0.7974
r_1184_6_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3017	chebi:32682	1.3695
r_1184_6_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3017	chebi:32682	1.3695
r_1184_7_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3030	chebi:32682	0.7269
r_1184_7_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3030	chebi:32682	0.7269
r_1184_8_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3181	chebi:32682	6.4512
r_1184_8_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3181	chebi:32682	6.4512
r_1184_9_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3511	chebi:32682	2.0408
r_1184_9_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3511	chebi:32682	2.0408
r_1184_10_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_4132	chebi:32682	0.5667
r_1184_10_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_4132	chebi:32682	0.5667
r_1184_11_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_5387	chebi:32682	0.9078
r_1184_11_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_5387	chebi:32682	0.9078
r_1184_12_fwd	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_5808	chebi:32682	0.2204
r_1184_12_rvs	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_5808	chebi:32682	0.2204
r_1185	MNXM739527	L-arginine	L-arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_4900	chebi:32682	1.8821
r_1186_1_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1326	chebi:58048	11.5273
r_1186_1_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1326	chebi:58048	11.5273
r_1186_2_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1339	chebi:58048	0.9823
r_1186_2_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_1339	chebi:58048	0.9823
r_1186_3_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2308	chebi:58048	0.3382
r_1186_3_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2308	chebi:58048	0.3382
r_1186_4_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2570	chebi:58048	2.2443
r_1186_4_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2570	chebi:58048	2.2443
r_1186_5_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2598	chebi:58048	2.6468
r_1186_5_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2598	chebi:58048	2.6468
r_1186_6_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2853	chebi:58048	1.6062
r_1186_6_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_2853	chebi:58048	1.6062
r_1186_7_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3017	chebi:58048	3.2679
r_1186_7_rvs	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3017	chebi:58048	3.2679
r_1186_8_fwd	MNXM728945	L-asparagine	L-asparagine	NC(=O)C[C@H]([NH3+])C([O-])=O	Spathaspora_girioi@Seq_3030	chebi:58048	1.4063
