# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0001	MNXM731834;MNXM731974	(R)-lactate;ferricytochrome c	(R)-lactate;ferricytochrome c	C[C@@H](O)C([O-])=O;	Kazachstania_africana@Seq_3710;Kazachstania_africana@Seq_3762	chebi:16004;chebi:15991	9.4902,0.7325;
r_3313	MNXM728570;UNK:s_3425_s_3468_s_3687	oleoyl-CoA;1-acylglycerophosphoethanolamine (16:1)	(9Z)-octadecenoyl-CoA;	CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;	Kazachstania_africana@Seq_2157	chebi:57387;	2.2874;
r_3314	MNXM728570;MNXM60422	oleoyl-CoA;1-acylglycerophosphoethanolamine (18:0)	(9Z)-octadecenoyl-CoA;lysophosphatidylethanolamine 18:0	CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;NCCOP(O)(=O)OC[C@@H](CO[*])O[*]	Kazachstania_africana@Seq_2157	chebi:57387;chebi:64576	2.2874;#
r_3315	MNXM728570;MNXM60423	oleoyl-CoA;1-acylglycerophosphoethanolamine (18:1)	(9Z)-octadecenoyl-CoA;lysophosphatidylethanolamine 18:1	CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;NCCOP(O)(=O)OC[C@@H](CO[*])O[*]	Kazachstania_africana@Seq_2157	chebi:57387;chebi:64575	2.2874;#
r_3316_1	MNXM588721	phosphatidylcholine (1-16:0, 2-16:1)	phosphatidylcholine (16:0/16:1)	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2198	chebi:134592	#
r_3316_2	MNXM588721	phosphatidylcholine (1-16:0, 2-16:1)	phosphatidylcholine (16:0/16:1)	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2429	chebi:134592	#
r_3317_1	MNXM588730	phosphatidylcholine (1-16:1, 2-16:1)	phosphatidylcholine (16:1/16:1)	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2198	chebi:134637	#
r_3317_2	MNXM588730	phosphatidylcholine (1-16:1, 2-16:1)	phosphatidylcholine (16:1/16:1)	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2429	chebi:134637	#
r_3318_1	MNXM71041	phosphatidylcholine (1-18:0, 2-16:1)	PC(P-18:0/16:1(9Z))	CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Kazachstania_africana@Seq_2198	chebi:89972	1.1353
r_3318_2	MNXM71041	phosphatidylcholine (1-18:0, 2-16:1)	PC(P-18:0/16:1(9Z))	CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Kazachstania_africana@Seq_2429	chebi:89972	1.3234
r_3319_1	MNXM71109	phosphatidylcholine (1-18:1, 2-16:1)	PC(P-18:1(9Z)/16:1(9Z))	CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Kazachstania_africana@Seq_2198	chebi:89506	1.1341
r_3319_2	MNXM71109	phosphatidylcholine (1-18:1, 2-16:1)	PC(P-18:1(9Z)/16:1(9Z))	CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	Kazachstania_africana@Seq_2429	chebi:89506	1.5701
r_3320_1	MNXM588723	phosphatidylcholine (1-16:0, 2-18:1)	phosphatidylcholine (16:0/18:1)	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2198	chebi:134594	#
r_3320_2	MNXM588723	phosphatidylcholine (1-16:0, 2-18:1)	phosphatidylcholine (16:0/18:1)	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2429	chebi:134594	#
r_3321_1	MNXM69413	phosphatidylcholine (1-16:1, 2-18:1)	PC(16:1(9Z)/P-18:1(9Z))	CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Kazachstania_africana@Seq_2198	chebi:89668	1.1386
r_3321_2	MNXM69413	phosphatidylcholine (1-16:1, 2-18:1)	PC(16:1(9Z)/P-18:1(9Z))	CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Kazachstania_africana@Seq_2429	chebi:89668	1.4921
r_3322_1	MNXM69594	phosphatidylcholine (1-18:0, 2-18:1)	PC(18:0/P-18:1(9Z))	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	Kazachstania_africana@Seq_2198	chebi:89679	1.1400
r_3322_2	MNXM69594	phosphatidylcholine (1-18:0, 2-18:1)	PC(18:0/P-18:1(9Z))	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	Kazachstania_africana@Seq_2429	chebi:89679	1.2243
r_3323_1	MNXM71112	phosphatidylcholine (1-18:1, 2-18:1)	PC(P-18:1(9Z)/18:1(9Z))	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Kazachstania_africana@Seq_2198	chebi:89504	1.1362
r_3323_2	MNXM71112	phosphatidylcholine (1-18:1, 2-18:1)	PC(P-18:1(9Z)/18:1(9Z))	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	Kazachstania_africana@Seq_2429	chebi:89504	1.5308
r_3324_1	MNXM588855	phosphatidylethanolamine (1-16:0, 2-16:1)	phosphatidylethanolamine (16:0/16:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2198	chebi:136147	#
r_3324_2	MNXM588855	phosphatidylethanolamine (1-16:0, 2-16:1)	phosphatidylethanolamine (16:0/16:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2429	chebi:136147	#
r_3325_1	MNXM739593	phosphatidylethanolamine (1-16:1, 2-16:1)	1,2-di-(9Z-hexadecenoyl)-sn-glycero-3-phosphoethanolamine	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Kazachstania_africana@Seq_2198	chebi:138145	1.1481
r_3325_2	MNXM739593	phosphatidylethanolamine (1-16:1, 2-16:1)	1,2-di-(9Z-hexadecenoyl)-sn-glycero-3-phosphoethanolamine	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Kazachstania_africana@Seq_2429	chebi:138145	1.5204
r_3326_1	MNXM588866	phosphatidylethanolamine (1-18:0, 2-16:1)	phosphatidylethanolamine (16:1/18:0)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2198	chebi:136155	#
r_3326_2	MNXM588866	phosphatidylethanolamine (1-18:0, 2-16:1)	phosphatidylethanolamine (16:1/18:0)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2429	chebi:136155	#
r_3327_1	MNXM71684	phosphatidylethanolamine (1-18:1, 2-16:1)	1-(9Z)-octadecenoyl-2-(9Z)-hexadecenoyl-sn-glycero-3-phosphoethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Kazachstania_africana@Seq_2198	chebi:78810	1.1797
r_3327_2	MNXM71684	phosphatidylethanolamine (1-18:1, 2-16:1)	1-(9Z)-octadecenoyl-2-(9Z)-hexadecenoyl-sn-glycero-3-phosphoethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[NH3+])OC(=O)CCCCCCC\C=C/CCCCCC	Kazachstania_africana@Seq_2429	chebi:78810	1.4803
r_3328_1	MNXM588857	phosphatidylethanolamine (1-16:0, 2-18:1)	phosphatidylethanolamine (16:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2198	chebi:136148	#
r_3328_2	MNXM588857	phosphatidylethanolamine (1-16:0, 2-18:1)	phosphatidylethanolamine (16:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2429	chebi:136148	#
r_3329_1	MNXM611809	phosphatidylethanolamine (1-16:1, 2-18:1)	phosphatidylethanolamine (16:1/18:1)	NCCOP(O)(=O)OCC(COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2198	chebi:90464	#
r_3329_2	MNXM611809	phosphatidylethanolamine (1-16:1, 2-18:1)	phosphatidylethanolamine (16:1/18:1)	NCCOP(O)(=O)OCC(COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2429	chebi:90464	#
r_3330_1	MNXM588872	phosphatidylethanolamine (1-18:0, 2-18:1)	phosphatidylethanolamine (18:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2198	chebi:136162	#
r_3330_2	MNXM588872	phosphatidylethanolamine (1-18:0, 2-18:1)	phosphatidylethanolamine (18:0/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2429	chebi:136162	#
r_3331_1	MNXM588883	phosphatidylethanolamine (1-18:1, 2-18:1)	phosphatidylethanolamine (18:1/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2198	chebi:136170	#
r_3331_2	MNXM588883	phosphatidylethanolamine (1-18:1, 2-18:1)	phosphatidylethanolamine (18:1/18:1)	NCCOP(O)(=O)OC[C@@H](COC([*])=O)OC([*])=O	Kazachstania_africana@Seq_2429	chebi:136170	#
r_4039_fwd	MNXM741428;MNXM26	succinyl-CoA;acetate	succinyl-CoA;acetate	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC([O-])=O;CC([O-])=O	Kazachstania_africana@Seq_3285	chebi:57292;chebi:30089	11.7979;15.0358
r_4039_rvs	MNXM732448;MNXM25	acetyl-CoA;succinate	acetyl-CoA;succinate	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12;[O-]C(=O)CCC([O-])=O	Kazachstania_africana@Seq_3285	chebi:57288;chebi:30031	13.1949;10.7381
r_4045	MNXM288	uridine	uridine	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O	Kazachstania_africana@Seq_2421	chebi:16704	7.9597
r_0964_1	MNXM3;MNXM738319	ATP;glutathione	ATP;glutathione	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Kazachstania_africana@Seq_1200	chebi:30616;chebi:57925	5.3930;12.8707
r_0964_2	MNXM3;MNXM738319	ATP;glutathione	ATP;glutathione	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Kazachstania_africana@Seq_3019	chebi:30616;chebi:57925	14.4330;29.6051
r_0964_3	MNXM3;MNXM738319	ATP;glutathione	ATP;glutathione	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Kazachstania_africana@Seq_4733	chebi:30616;chebi:57925	5.1220;15.5519
r_0964_4	MNXM3;MNXM738319	ATP;glutathione	ATP;glutathione	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O	Kazachstania_africana@Seq_835	chebi:30616;chebi:57925	2.1833;8.0479
r_1028_1	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	Kazachstania_africana@Seq_1200	chebi:30616;chebi:36257	5.3930;6.3456
r_1028_2	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	Kazachstania_africana@Seq_3019	chebi:30616;chebi:36257	14.4330;17.5833
r_1028_3	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	Kazachstania_africana@Seq_4733	chebi:30616;chebi:36257	5.1220;6.4270
r_1028_4	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	Kazachstania_africana@Seq_835	chebi:30616;chebi:36257	2.1833;1.8799
r_1085_1	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_1154;Kazachstania_africana@Seq_1333;Kazachstania_africana@Seq_137;Kazachstania_africana@Seq_1658;Kazachstania_africana@Seq_1806;Kazachstania_africana@Seq_2778;Kazachstania_africana@Seq_3295;Kazachstania_africana@Seq_3452;Kazachstania_africana@Seq_3588;Kazachstania_africana@Seq_4555;Kazachstania_africana@Seq_4865;Kazachstania_africana@Seq_4987;Kazachstania_africana@Seq_632	chebi:30616	1.3314,49.7959,80.7977,3.8343,2.0802,17.9083,9.1751,14.9949,4.1720,0.0338,117.8900,5.3917,22.0285
r_1085_2	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_1154;Kazachstania_africana@Seq_1333;Kazachstania_africana@Seq_137;Kazachstania_africana@Seq_1658;Kazachstania_africana@Seq_2778;Kazachstania_africana@Seq_3295;Kazachstania_africana@Seq_3452;Kazachstania_africana@Seq_3588;Kazachstania_africana@Seq_4555;Kazachstania_africana@Seq_4865;Kazachstania_africana@Seq_4987;Kazachstania_africana@Seq_632;Kazachstania_africana@Seq_4425	chebi:30616	1.3314,49.7959,80.7977,3.8343,17.9083,9.1751,14.9949,4.1720,0.0338,117.8900,5.3917,22.0285,33.7311
r_1085_3	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_1154;Kazachstania_africana@Seq_1333;Kazachstania_africana@Seq_1658;Kazachstania_africana@Seq_1806;Kazachstania_africana@Seq_2778;Kazachstania_africana@Seq_3295;Kazachstania_africana@Seq_3452;Kazachstania_africana@Seq_3588;Kazachstania_africana@Seq_4555;Kazachstania_africana@Seq_4865;Kazachstania_africana@Seq_4987;Kazachstania_africana@Seq_632;Kazachstania_africana@Seq_2018	chebi:30616	1.3314,49.7959,3.8343,2.0802,17.9083,9.1751,14.9949,4.1720,0.0338,117.8900,5.3917,22.0285,80.7977
r_1085_4	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_1154;Kazachstania_africana@Seq_1333;Kazachstania_africana@Seq_1658;Kazachstania_africana@Seq_2778;Kazachstania_africana@Seq_3295;Kazachstania_africana@Seq_3452;Kazachstania_africana@Seq_3588;Kazachstania_africana@Seq_4555;Kazachstania_africana@Seq_4865;Kazachstania_africana@Seq_4987;Kazachstania_africana@Seq_632;Kazachstania_africana@Seq_4425;Kazachstania_africana@Seq_2018	chebi:30616	1.3314,49.7959,3.8343,17.9083,9.1751,14.9949,4.1720,0.0338,117.8900,5.3917,22.0285,33.7311,80.7977
r_1086_1	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_1154;Kazachstania_africana@Seq_1333;Kazachstania_africana@Seq_137;Kazachstania_africana@Seq_1658;Kazachstania_africana@Seq_1806;Kazachstania_africana@Seq_2778;Kazachstania_africana@Seq_3295;Kazachstania_africana@Seq_3452;Kazachstania_africana@Seq_3588;Kazachstania_africana@Seq_4555;Kazachstania_africana@Seq_4865;Kazachstania_africana@Seq_4987;Kazachstania_africana@Seq_632	chebi:30616	1.3314,49.7959,80.7977,3.8343,2.0802,17.9083,9.1751,14.9949,4.1720,0.0338,117.8900,5.3917,22.0285
r_1086_2	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_1154;Kazachstania_africana@Seq_1333;Kazachstania_africana@Seq_137;Kazachstania_africana@Seq_1658;Kazachstania_africana@Seq_2778;Kazachstania_africana@Seq_3295;Kazachstania_africana@Seq_3452;Kazachstania_africana@Seq_3588;Kazachstania_africana@Seq_4555;Kazachstania_africana@Seq_4865;Kazachstania_africana@Seq_4987;Kazachstania_africana@Seq_632;Kazachstania_africana@Seq_4425	chebi:30616	1.3314,49.7959,80.7977,3.8343,17.9083,9.1751,14.9949,4.1720,0.0338,117.8900,5.3917,22.0285,33.7311
r_1086_3	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_1154;Kazachstania_africana@Seq_1333;Kazachstania_africana@Seq_1658;Kazachstania_africana@Seq_1806;Kazachstania_africana@Seq_2778;Kazachstania_africana@Seq_3295;Kazachstania_africana@Seq_3452;Kazachstania_africana@Seq_3588;Kazachstania_africana@Seq_4555;Kazachstania_africana@Seq_4865;Kazachstania_africana@Seq_4987;Kazachstania_africana@Seq_632;Kazachstania_africana@Seq_2018	chebi:30616	1.3314,49.7959,3.8343,2.0802,17.9083,9.1751,14.9949,4.1720,0.0338,117.8900,5.3917,22.0285,80.7977
r_1086_4	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_1154;Kazachstania_africana@Seq_1333;Kazachstania_africana@Seq_1658;Kazachstania_africana@Seq_2778;Kazachstania_africana@Seq_3295;Kazachstania_africana@Seq_3452;Kazachstania_africana@Seq_3588;Kazachstania_africana@Seq_4555;Kazachstania_africana@Seq_4865;Kazachstania_africana@Seq_4987;Kazachstania_africana@Seq_632;Kazachstania_africana@Seq_4425;Kazachstania_africana@Seq_2018	chebi:30616	1.3314,49.7959,3.8343,17.9083,9.1751,14.9949,4.1720,0.0338,117.8900,5.3917,22.0285,33.7311,80.7977
r_1099_1_fwd	MNXM20;MNXM263	2-oxoglutarate;2-oxoadipic acid	2-oxoglutarate;2-oxoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[O-]C(=O)CCCC(=O)C([O-])=O	Kazachstania_africana@Seq_300	chebi:16810;chebi:57499	51.6145;35.4272
r_1099_1_rvs	MNXM263;MNXM20	2-oxoadipic acid;2-oxoglutarate	2-oxoadipate;2-oxoglutarate	[O-]C(=O)CCCC(=O)C([O-])=O;[O-]C(=O)CCC(=O)C([O-])=O	Kazachstania_africana@Seq_300	chebi:57499;chebi:16810	35.4272;51.6145
r_1099_2_fwd	MNXM20;MNXM263	2-oxoglutarate;2-oxoadipic acid	2-oxoglutarate;2-oxoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[O-]C(=O)CCCC(=O)C([O-])=O	Kazachstania_africana@Seq_4863	chebi:16810;chebi:57499	114.5384;78.5466
r_1099_2_rvs	MNXM263;MNXM20	2-oxoadipic acid;2-oxoglutarate	2-oxoadipate;2-oxoglutarate	[O-]C(=O)CCCC(=O)C([O-])=O;[O-]C(=O)CCC(=O)C([O-])=O	Kazachstania_africana@Seq_4863	chebi:57499;chebi:16810	78.5466;114.5384
r_1101	MNXM192	gamma-aminobutyrate	4-aminobutanoate	[NH3+]CCCC([O-])=O	Kazachstania_africana@Seq_160	chebi:59888	0.8084
r_1106_1_fwd	MNXM26	acetate	acetate	CC([O-])=O	Kazachstania_africana@Seq_4671	chebi:30089	3.6819
r_1106_1_rvs	MNXM26	acetate	acetate	CC([O-])=O	Kazachstania_africana@Seq_4671	chebi:30089	3.6819
r_1106_2_fwd	MNXM26	acetate	acetate	CC([O-])=O	Kazachstania_africana@Seq_779	chebi:30089	2.1880
r_1106_2_rvs	MNXM26	acetate	acetate	CC([O-])=O	Kazachstania_africana@Seq_779	chebi:30089	2.1880
r_1108_1	MNXM168	adenine	adenine	Nc1ncnc2[nH]cnc12	Kazachstania_africana@Seq_110	chebi:16708	14.5339
r_1108_2	MNXM168	adenine	adenine	Nc1ncnc2[nH]cnc12	Kazachstania_africana@Seq_3601	chebi:16708	2.9010
r_1108_3	MNXM168	adenine	adenine	Nc1ncnc2[nH]cnc12	Kazachstania_africana@Seq_4402	chebi:16708	7.7113
r_1110_1_fwd	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_807	chebi:30616;chebi:456216	20.0820;19.8382
r_1110_1_rvs	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_807	chebi:30616;chebi:456216	20.0820;19.8382
r_1110_2_fwd	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_3416	chebi:30616;chebi:456216	21.2632;20.4732
r_1110_2_rvs	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_3416	chebi:30616;chebi:456216	21.2632;20.4732
r_1111	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	Kazachstania_africana@Seq_1318	chebi:30616;chebi:456216	3.9983;3.9067
r_1112_fwd	MNXM20;MNXM727997	2-oxoglutarate;citrate	2-oxoglutarate;citrate	[O-]C(=O)CCC(=O)C([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	Kazachstania_africana@Seq_2389	chebi:16810;chebi:16947	425.9395;217.2366
r_1112_rvs	MNXM20;MNXM727997	2-oxoglutarate;citrate	2-oxoglutarate;citrate	[O-]C(=O)CCC(=O)C([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	Kazachstania_africana@Seq_2389	chebi:16810;chebi:16947	425.9395;217.2366
r_1114	MNXM738834	allantoin	allantoin	NC(=O)NC1NC(=O)NC1=O	Kazachstania_africana@Seq_4501	chebi:15676	123.3716
r_1115_1_fwd	MNXM729302	ammonium	NH4(+)	[NH4+]	Kazachstania_africana@Seq_1170	chebi:28938	36.4342
r_1115_1_rvs	MNXM729302	ammonium	NH4(+)	[NH4+]	Kazachstania_africana@Seq_1170	chebi:28938	36.4342
