id	rxn_src	dir	enz	protein_stoich	status	comments	MW (g/mmol)
RXN-COBALT2t_c_e_FWD-SPONT	COBALT2t_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_ni2_e_FWD-SPONT	EX_ni2_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-EX_ni2_e_REV-SPONT	EX_ni2_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-NI2t_c_e_FWD-SPONT	NI2t_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-HEME1_c_FWD-SPONT	HEME1_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-HEME2_c_FWD-SPONT	HEME2_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-HEME3_c_FWD-SPONT	HEME3_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-HEME4_c_FWD-SPONT	HEME4_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-LIPOATE_m_FWD-SPONT	LIPOATE_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-MONCAT1_c_FWD-SPONT	MONCAT1_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-MONCAT2_c_FWD-SPONT	MONCAT2_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-MONCAT3_c_FWD-SPONT	MONCAT3_c	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-DKMPPD_c_FWD-UTR4ADI1	DKMPPD_c	FWD	UTR4ADI1	YEL038W:1,YMR009W:1	protStoichAsgnManual	Monomer.	46.422219999999996
RXN-ACHBS_m_FWD-YMR108W	ACHBS_m	FWD	YMR108W	YMR108W:2	protStoichAsgnAuto		151.21842
RXN-ACHBS_m_FWD-ILV26	ACHBS_m	FWD	ILV26	YCL009C:1,YMR108W:1	protStoichAsgnManual	The acetolactate synthase complex contains the catalytic regulatory subunit ILV2 and the regulatory small subunit ILV6. | Homodimer. The acetolactate synthase complex contains the catalytic regulatory subunit ILV2 and the regulatory small subunit ILV6.	109.8817
RXN-Q6MT1_m_FWD-COQCPLX	Q6MT1_m	FWD	COQCPLX	YDR204W:1,YGR255C:1,YLR201C:1,YML110C:1,YOL096C:1,YOR125C:1	protStoichAsgnManual	Component of a multi-subunit COQ enzyme complex, composed of at least COQ3, COQ4, COQ5, COQ6, COQ7 and COQ9. Interacts with COQ3. | Forms homopolymers. Predominantly associated with a complex of about 500 kDa. | Component of a multi-subunit COQ enzyme complex, composed of at least COQ3, COQ4, COQ5, COQ6, COQ7 and COQ9. | Component of a multi-subunit COQ enzyme complex, composed of at least COQ3, COQ4, COQ5, COQ6, COQ7 and COQ9. Interacts with COQ3. | Component of a multi-subunit COQ enzyme complex, composed of at least COQ3, COQ4, COQ5, COQ6, COQ7 and COQ9 (PubMed:15792955, PubMed:24406904). Interacts directly with COQ4 (PubMed:15792955). | Component of a multi-subunit COQ enzyme complex, composed of at least COQ3, COQ4, COQ5, COQ6, COQ7 and COQ9.	221.01841000000002
RXN-Q6MO_m_FWD-COQCPLX	Q6MO_m	FWD	COQCPLX	YDR204W:1,YGR255C:1,YLR201C:1,YML110C:1,YOL096C:1,YOR125C:1	protStoichAsgnManual	Component of a multi-subunit COQ enzyme complex, composed of at least COQ3, COQ4, COQ5, COQ6, COQ7 and COQ9. Interacts with COQ3. | Forms homopolymers. Predominantly associated with a complex of about 500 kDa. | Component of a multi-subunit COQ enzyme complex, composed of at least COQ3, COQ4, COQ5, COQ6, COQ7 and COQ9. | Component of a multi-subunit COQ enzyme complex, composed of at least COQ3, COQ4, COQ5, COQ6, COQ7 and COQ9. Interacts with COQ3. | Component of a multi-subunit COQ enzyme complex, composed of at least COQ3, COQ4, COQ5, COQ6, COQ7 and COQ9 (PubMed:15792955, PubMed:24406904). Interacts directly with COQ4 (PubMed:15792955). | Component of a multi-subunit COQ enzyme complex, composed of at least COQ3, COQ4, COQ5, COQ6, COQ7 and COQ9.	221.01841000000002
RXN-IPPS_c_FWD-YNL104C_c	IPPS_c	FWD	YNL104C_c	YNL104C_c:2	protStoichAsgnAuto		137.99638
RXN-IPPS_m_FWD-YNL104C_m	IPPS_m	FWD	YNL104C_m	YNL104C_m:2	protStoichAsgnAuto		137.99638
RXN-3HPH5MBDC_m_FWD-YDR539W	3HPH5MBDC_m	FWD	YDR539W	YDR539W:2	protStoichAsgnManual	Oligomer. | Homodimer (PubMed:25862228). May form higher order oligomers (PubMed:25647642).	113.27284
RXN-FLPT_c_FWD-YDR538W	FLPT_c	FWD	YDR538W	YDR538W:1	protStoichAsgnManual		26.96714
RXN-ACLS_m_FWD-YMR108W	ACLS_m	FWD	YMR108W	YMR108W:2	protStoichAsgnAuto		151.21842
RXN-ACLS_m_FWD-ILV26	ACLS_m	FWD	ILV26	YCL009C:1,YMR108W:1	protStoichAsgnManual	The acetolactate synthase complex contains the catalytic regulatory subunit ILV2 and the regulatory small subunit ILV6. | Homodimer. The acetolactate synthase complex contains the catalytic regulatory subunit ILV2 and the regulatory small subunit ILV6.	109.8817
RXN-ACCOAC_c_FWD-YNR016C	ACCOAC_c	FWD	YNR016C	YNR016C:2	protStoichAsgnManual	Monomer. | Homodimer.	505.0581
RXN-ACS_c_FWD-YAL054C_c	ACS_c	FWD	YAL054C_c	YAL054C_c:1	protStoichAsgnAuto		79.82596
RXN-TRE6PS_c_FWD-TPS12TSL1	TRE6PS_c	FWD	TPS12TSL1	YBR126C:1,YDR074W:1,YML100W:1	protStoichAsgnManual	The trehalose synthase complex is composed of the two catalytic subunits TPS1 and TPS2 and at least one of the two regulatory subunits TPS3 or TSL1. | The trehalose synthase complex is composed of the two catalytic subunits TPS1 and TPS2, and at least one of the two regulatory subunits TPS3 or TSL1. | The trehalose synthase complex is composed of the two catalytic subunits TPS1 and TPS2, and at least one of the two regulatory subunits TPS3 or TSL1.	284.5552
RXN-TRE6PS_c_FWD-TPS123	TRE6PS_c	FWD	TPS123	YBR126C:1,YDR074W:1,YMR261C:1	protStoichAsgnManual	The trehalose synthase complex is composed of the two catalytic subunits TPS1 and TPS2 and at least one of the two regulatory subunits TPS3 or TSL1. | The trehalose synthase complex is composed of the two catalytic subunits TPS1 and TPS2, and at least one of the two regulatory subunits TPS3 or TSL1. | The trehalose synthase complex is composed of the two catalytic subunits TPS1 and TPS2 and at least one of the two regulatory subunits TPS3 or TSL1.	280.32239000000004
RXN-ANS_c_FWD-TRP23	ANS_c	FWD	TRP23	YER090W:2,YKL211C:2	protStoichAsgnManual	Tetramer of two components I and two components II. | Tetramer of two components I and two components II.	222.38986
RXN-ASPTA_c_FWD-YLR027C_c	ASPTA_c	FWD	YLR027C_c	YLR027C_c:2	protStoichAsgnAuto		92.9204
RXN-ASPTA_c_REV-YLR027C_c	ASPTA_c	REV	YLR027C_c	YLR027C_c:2	protStoichAsgnAuto		92.9204
RXN-ASPTA_x_FWD-YLR027C_x	ASPTA_x	FWD	YLR027C_x	YLR027C_x:2	protStoichAsgnAuto		92.9204
RXN-ASPTA_x_REV-YLR027C_x	ASPTA_x	REV	YLR027C_x	YLR027C_x:2	protStoichAsgnAuto		92.9204
RXN-ATPS_m_FWD-ATPSCPLX	ATPS_m	FWD	ATPSCPLX	YBL099W:6,YJR121W:6,YBR039W:2,YDL004W:2,YPL271W:2,Q0085:2,Q0080:2,Q0130:20,YPL078C:2,YDR298C:2,YKL016C:2,YDR377W:2,YLR295C:2,YML081C-A:1,YDR322C-A:1,YOL077W-A:1,YPR020W:1	protStoichAsgnManual	F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. In yeast, the dimeric form of ATP synthase consists of 17 polypeptides: alpha, beta, gamma, delta, epsilon, 4 (B), 5 (OSCP), 6 (A), 8, 9 (C), d, E (Tim11), f, g, h, i/j and k. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. In yeast, the dimeric form of ATP synthase consists of 17 polypeptides: alpha, beta, gamma, delta, epsilon, 4 (B), 5 (OSCP), 6 (A), 8, 9 (C), d, E (Tim11), f, g, h, i/j and k. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. In yeast, the dimeric form of ATP synthase consists of 17 polypeptides: alpha, beta, gamma, delta, epsilon, 4 (B), 5 (OSCP), 6 (A), 8, 9 (C), d, E (Tim11), f, g, h, i/j and k. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. In yeast, the dimeric form of ATP synthase consists of 17 polypeptides: alpha, beta, gamma, delta, epsilon, 4 (B), 5 (OSCP), 6 (A), 8, 9 (C), d, E (Tim11), f, g, h, i/j and k. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. In yeast, the dimeric form of ATP synthase consists of 17 polypeptides: alpha, beta, gamma, delta, epsilon, 4 (B), 5 (OSCP), 6 (A), 8, 9 (C), d, E (Tim11), f, g, h, i/j and k. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. In yeast, the dimeric form of ATP synthase consists of 17 polypeptides: alpha, beta, gamma, delta, epsilon, 4 (B), 5 (OSCP), 6 (A), 8, 9 (C), d, E (Tim11), f, g, h, i/j and k. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. In yeast, the dimeric form of ATP synthase consists of 17 polypeptides: alpha, beta, gamma, delta, epsilon, 4 (B), 5 (OSCP), 6 (A), 8, 9 (C), d, E (Tim11), f, g, h, i/j and k. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. In yeast, the dimeric form of ATP synthase consists of 17 polypeptides: alpha, beta, gamma, delta, epsilon, 4 (B), 5 (OSCP), 6 (A), 8, 9 (C), d, E (Tim11), f, g, h, i/j and k. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. In yeast, the dimeric form of ATP synthase consists of 17 polypeptides: alpha, beta, gamma, delta, epsilon, 4 (B), 5 (OSCP), 6 (A), 8, 9 (C), d, E (Tim11), f, g, h, i/j and k. | F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.	1260.31535
RXN-ATPASEP2e_c_FWD-YGL008C	ATPASEP2e_c	FWD	YGL008C	YGL008C:1	protStoichAsgnManual	Monomer and homodimer. Associated with the 100 kDa subunit of the plasma membrane H(+)-ATPase. | Monomer and homodimer. Associated with the 100 kDa subunit of the plasma membrane H(+)-ATPase. | Interacts with its cargot receptor EXP1 for its transport within the cell and maturation.	100.48632
RXN-ATPASEP2e_c_FWD-YPL036W	ATPASEP2e_c	FWD	YPL036W	YPL036W:1	protStoichAsgnManual	Monomer and homodimer. Associated with the 100 kDa subunit of the plasma membrane H(+)-ATPase. | Monomer and homodimer. Associated with the 100 kDa subunit of the plasma membrane H(+)-ATPase.	103.06595
RXN-FRTT4HBZ_c_FWD-RAM12	FRTT4HBZ_c	FWD	RAM12	YDL090C:1,YKL019W:1	protStoichAsgnManual	Heterodimer of an alpha (RAM2) and a beta (RAM1) subunit. | Farnesyltransferase and geranyl-geranyltransferase share a common alpha subunit (RAM2) (Probable). Protein farnesyltransferase is a heterodimer of alpha subunit RAM2 and beta subunit RAM1 (PubMed:1763050). Protein geranyl-geranyltransferase type-1 is a heterodimer of alpha subunit RAM2 and beta subunit CDC43 (PubMed:1400380, PubMed:9174352).	86.38580999999999
RXN-FRTT4HBZ_c_REV-RAM12	FRTT4HBZ_c	REV	RAM12	YDL090C:1,YKL019W:1	protStoichAsgnManual	Heterodimer of an alpha (RAM2) and a beta (RAM1) subunit. | Farnesyltransferase and geranyl-geranyltransferase share a common alpha subunit (RAM2) (Probable). Protein farnesyltransferase is a heterodimer of alpha subunit RAM2 and beta subunit RAM1 (PubMed:1763050). Protein geranyl-geranyltransferase type-1 is a heterodimer of alpha subunit RAM2 and beta subunit CDC43 (PubMed:1400380, PubMed:9174352).	86.38580999999999
RXN-CBPS_c_FWD-CPA12	CBPS_c	FWD	CPA12	YJR109C:1,YOR303W:1	protStoichAsgnManual	Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. | Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.	170.7361
RXN-CBPS_c_FWD-YJL130C	CBPS_c	FWD	YJL130C	YJL130C:1	protStoichAsgnManual		247.1883
RXN-CRNOAT_x_FWD-YML042W_x	CRNOAT_x	FWD	YML042W_x	YML042W_x:1	protStoichAsgnAuto		77.89711
RXN-CRNOAT_m_FWD-YML042W_mm	CRNOAT_m	FWD	YML042W_mm	YML042W_mm:1	protStoichAsgnAuto		77.89711
RXN-CERS124_r_FWD-LIP1LAG1	CERS124_r	FWD	LIP1LAG1	YHL003C:1,YMR298W:1	protStoichAsgnManual	Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1.	66.19149
RXN-CERS124_r_FWD-LIP1LAC1	CERS124_r	FWD	LIP1LAC1	YKL008C:1,YMR298W:1	protStoichAsgnManual	Composed of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1. | Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1.	66.74305
RXN-CERS126_r_FWD-LIP1LAG1	CERS126_r	FWD	LIP1LAG1	YHL003C:1,YMR298W:1	protStoichAsgnManual	Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1.	66.19149
RXN-CERS126_r_FWD-LIP1LAC1	CERS126_r	FWD	LIP1LAC1	YKL008C:1,YMR298W:1	protStoichAsgnManual	Composed of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1. | Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1.	66.74305
RXN-CERS2A24_r_FWD-LIP1LAG1	CERS2A24_r	FWD	LIP1LAG1	YHL003C:1,YMR298W:1	protStoichAsgnManual	Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1.	66.19149
RXN-CERS2A24_r_FWD-LIP1LAC1	CERS2A24_r	FWD	LIP1LAC1	YKL008C:1,YMR298W:1	protStoichAsgnManual	Composed of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1. | Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1.	66.74305
RXN-CERS2A26_r_FWD-LIP1LAG1	CERS2A26_r	FWD	LIP1LAG1	YHL003C:1,YMR298W:1	protStoichAsgnManual	Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1.	66.19149
RXN-CERS2A26_r_FWD-LIP1LAC1	CERS2A26_r	FWD	LIP1LAC1	YKL008C:1,YMR298W:1	protStoichAsgnManual	Composed of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1. | Component of the ceramide synthase complex composed of at least LAC1, LAG1 and LIP1.	66.74305
RXN-ACONTb_m_FWD-YLR304C_m	ACONTb_m	FWD	YLR304C_m	YLR304C_m:1	protStoichAsgnAuto		86.13043
RXN-ACONTb_m_REV-YLR304C_m	ACONTb_m	REV	YLR304C_m	YLR304C_m:1	protStoichAsgnAuto		86.13043
RXN-ACONTa_m_FWD-YLR304C_m	ACONTa_m	FWD	YLR304C_m	YLR304C_m:1	protStoichAsgnAuto		86.13043
RXN-ACONTa_m_REV-YLR304C_m	ACONTa_m	REV	YLR304C_m	YLR304C_m:1	protStoichAsgnAuto		86.13043
RXN-ACONTa_c_FWD-YLR304C_c	ACONTa_c	FWD	YLR304C_c	YLR304C_c:1	protStoichAsgnAuto		86.13043
RXN-ACONTa_c_REV-YLR304C_c	ACONTa_c	REV	YLR304C_c	YLR304C_c:1	protStoichAsgnAuto		86.13043
RXN-LNS14DMy_c_FWD-ERG11NCP1	LNS14DMy_c	FWD	ERG11NCP1	YHR007C:1,YHR042W:1	protStoichAsgnManual	Interacts with ERG28. | Interacts with PCL1.	138.65757
RXN-DHFRi_c_FWD-YOR236W_c	DHFRi_c	FWD	YOR236W_c	YOR236W_c:1	protStoichAsgnAuto		24.45482
RXN-DHFRi_m_FWD-YOR236W_m	DHFRi_m	FWD	YOR236W_m	YOR236W_m:1	protStoichAsgnAuto		24.45482
RXN-DOLPMMT_r_FWD-PMT12	DOLPMMT_r	FWD	PMT12	YDL095W:1,YAL023C:1	protStoichAsgnManual	PMT1 and PMT2 form a functional heterodimer. The complex interacts with endoplasmic reticulum proteins EMP24, ERV25, ERP1, ERP2, CDC48, HRD1, USA1, YOS9, ERO1, PDI1, UBR1, Cue4, DFM1 and TED1. Forms also a minor complex with PMT3. | PMT1 and PMT2 form a functional heterodimer. The complex interacts with endoplasmic reticulum proteins EMP24, ERV25, ERP1, ERP2, CDC48, HRD1, USA1, YOS9, ERO1, PDI1, UBR1, Cue4, DFM1 and TED1. Forms also a minor complex with PMT5.	181.07434999999998
RXN-DOLPMMT_r_FWD-PMT13	DOLPMMT_r	FWD	PMT13	YDL095W:1,YOR321W:1	protStoichAsgnManual	PMT1 and PMT2 form a functional heterodimer. The complex interacts with endoplasmic reticulum proteins EMP24, ERV25, ERP1, ERP2, CDC48, HRD1, USA1, YOS9, ERO1, PDI1, UBR1, Cue4, DFM1 and TED1. Forms also a minor complex with PMT3. | PMT3 and PMT5 form a functional heterodimer. Forms also a minor complex with PMT1.	180.51429000000002
RXN-DOLPMMT_r_FWD-PMT4	DOLPMMT_r	FWD	PMT4	YJR143C:2	protStoichAsgnManual		177.40452
RXN-DOLPMMT_r_FWD-PMT35	DOLPMMT_r	FWD	PMT35	YDL093W:1,YOR321W:1	protStoichAsgnManual	PMT3 and PMT5 form a functional heterodimer. Forms also a minor complex with PMT2. | PMT3 and PMT5 form a functional heterodimer. Forms also a minor complex with PMT1.	172.55379
RXN-FECPOR_m_FWD-CCP1CYC7	FECPOR_m	FWD	CCP1CYC7	YEL039C:1,YKR066C:1	protStoichAsgnManual	Forms a one-to-one complex with cytochrome c.	53.326699999999995
RXN-FECPOR_m_FWD-CCP1CYC1	FECPOR_m	FWD	CCP1CYC1	YJR048W:1,YKR066C:1	protStoichAsgnManual	Forms a one-to-one complex with cytochrome c.	52.97136
RXN-FECOOR_m_FWD-FECOORCPLX1	FECOOR_m	FWD	FECOORCPLX1	Q0045:1,Q0250:1,Q0275:1,YGL187C:1,YHR051W:1,YMR256C:1,YLR395C:1,YDL067C:1,YLR038C:1,YGL191W:1,YIL111W:1	protStoichAsgnManual	Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). COX13 interacts with COX1 and COX3 on the intermembrane space (IMS) and COX4 on the matrix side (PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). COX26 interacts with COX1, COX2, COX6 and COX9 (PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:2986105). COX5A is the predominant subunit V during aerobic/normoxic growth, it gets replaced by COX5B under anaerobic/hypoxic conditions (PubMed:2546055). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (By similarity). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). | Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554).	218.73706000000004
